date,usd_jpy
2019-08-15,135.9128
2019-08-16,157.6816
2019-08-17,102.997
2019-08-18,123.5895
2019-08-19,90.927
2019-08-20,158.0196
2019-08-21,102.7062
2019-08-22,120.6429
2019-08-23,126.9777
2019-08-24,143.5804
2019-08-25,108.8556
2019-08-26,94.1355
2019-08-27,144.2006
2019-08-28,95.3615
2019-08-29,93.699
2019-08-30,133.8747
2019-08-31,163.6478
2019-09-01,95.6044
2019-09-02,110.6873
2019-09-03,119.3853
2019-09-04,144.2116
2019-09-05,140.2796
2019-09-06,138.3119
2019-09-07,102.6506
2019-09-08,143.982
2019-09-09,148.0739
2019-09-10,100.5067
2019-09-11,113.1708
2019-09-12,157.4726
2019-09-13,152.2117
2019-09-14,95.3052
2019-09-15,107.5345
2019-09-16,148.7882
2019-09-17,106.4702
2019-09-18,124.9799
2019-09-19,153.8019
2019-09-20,124.6388
2019-09-21,142.6801
2019-09-22,130.5415
2019-09-23,104.4266
2019-09-24,165.6166
2019-09-25,97.8532
2019-09-26,103.8176
2019-09-27,155.0205
2019-09-28,135.5644
2019-09-29,163.5755
2019-09-30,161.1616
2019-10-01,129.5729
2019-10-02,124.4529
2019-10-03,126.4173
2019-10-04,153.1491
2019-10-05,154.8805
2019-10-06,161.3521
2019-10-07,121.9448
2019-10-08,90.7187
2019-10-09,107.4257
2019-10-10,152.3469
2019-10-11,156.424
2019-10-12,128.3942
2019-10-13,106.5362
2019-10-14,148.5564
2019-10-15,144.4849
2019-10-16,159.036
2019-10-17,126.6546
2019-10-18,108.9386
2019-10-19,141.861
2019-10-20,97.6433
2019-10-21,93.0271
2019-10-22,110.8758
2019-10-23,106.0864
2019-10-24,169.0606
2019-10-25,163.8929
2019-10-26,167.6005
2019-10-27,168.7172
2019-10-28,161.1367
2019-10-29,92.1256
2019-10-30,138.9694
2019-10-31,118.7016
2019-11-01,136.0173
2019-11-02,159.3029
2019-11-03,127.3728
2019-11-04,132.2084
2019-11-05,136.4879
2019-11-06,94.3526
2019-11-07,164.4392
2019-11-08,128.4059
2019-11-09,119.8624
2019-11-10,131.5656
2019-11-11,159.9922
2019-11-12,128.7179
2019-11-13,160.7545
2019-11-14,144.9907
2019-11-15,95.6258
2019-11-16,140.3516
2019-11-17,105.3657
2019-11-18,125.9575
2019-11-19,159.4083
2019-11-20,102.7
2019-11-21,141.3865
2019-11-22,147.2323
2019-11-23,126.1223
2019-11-24,163.6494
2019-11-25,109.5523
2019-11-26,108.7001
2019-11-27,104.3084
2019-11-28,162.3171
2019-11-29,108.3178
2019-11-30,96.2585
2019-12-01,116.5127
2019-12-02,99.5449
2019-12-03,167.9846
2019-12-04,95.4246
2019-12-05,155.3189
2019-12-06,126.5859
2019-12-07,98.2825
2019-12-08,165.9369
2019-12-09,119.4216
2019-12-10,110.7809
2019-12-11,124.0342
2019-12-12,104.8876
2019-12-13,154.4612
2019-12-14,119.1888
2019-12-15,134.4107
2019-12-16,155.9433
2019-12-17,128.6052
2019-12-18,111.8676
2019-12-19,120.2875
2019-12-20,104.1351
2019-12-21,91.2957
2019-12-22,110.3115
2019-12-23,154.8797
2019-12-24,96.4653
2019-12-25,102.88
2019-12-26,123.2634
2019-12-27,100.0896
2019-12-28,108.9874
2019-12-29,126.9119
2019-12-30,149.6756
2019-12-31,140.7155
2020-01-01,164.333
2020-01-02,100.0917
2020-01-03,116.1288
2020-01-04,150.1321
2020-01-05,154.0757
2020-01-06,98.3168
2020-01-07,161.739
2020-01-08,92.3686
2020-01-09,110.7563
2020-01-10,148.7467
2020-01-11,108.6835
2020-01-12,143.7233
2020-01-13,95.8106
2020-01-14,166.4279
2020-01-15,111.8246
2020-01-16,109.9388
2020-01-17,131.8867
2020-01-18,128.5844
2020-01-19,104.403
2020-01-20,94.1221
2020-01-21,121.3499
2020-01-22,167.064
2020-01-23,160.0571
2020-01-24,125.2342
2020-01-25,135.8558
2020-01-26,149.9923
2020-01-27,146.3102
2020-01-28,148.9494
2020-01-29,125.5315
2020-01-30,110.2139
2020-01-31,136.3067
2020-02-01,166.1385
2020-02-02,126.5025
2020-02-03,154.145
2020-02-04,134.3199
2020-02-05,147.7724
2020-02-06,90.3501
2020-02-07,107.5639
2020-02-08,92.2594
2020-02-09,98.196
2020-02-10,135.3285
2020-02-11,158.5845
2020-02-12,93.9709
2020-02-13,159.4589
2020-02-14,97.3746
2020-02-15,142.9539
2020-02-16,138.2162
2020-02-17,103.409
2020-02-18,104.2528
2020-02-19,116.2048
2020-02-20,113.9581
2020-02-21,143.1998
2020-02-22,155.2018
2020-02-23,103.9019
2020-02-24,132.7719
2020-02-25,104.5301
2020-02-26,139.4844
2020-02-27,130.4843
2020-02-28,113.5175
2020-02-29,169.2258
2020-03-01,117.4147
2020-03-02,116.5013
2020-03-03,128.3698
2020-03-04,135.7765
2020-03-05,109.3741
2020-03-06,142.265
2020-03-07,164.9711
2020-03-08,139.2155
2020-03-09,132.3548
2020-03-10,135.9036
2020-03-11,100.1492
2020-03-12,114.8621
2020-03-13,165.9162
2020-03-14,150.4767
2020-03-15,158.258
2020-03-16,95.0673
2020-03-17,136.395
2020-03-18,150.9806
2020-03-19,125.7114
2020-03-20,117.5905
2020-03-21,132.3351
2020-03-22,92.3383
2020-03-23,156.5463
2020-03-24,117.3406
2020-03-25,153.2603
2020-03-26,156.3054
2020-03-27,112.2134
2020-03-28,156.331
2020-03-29,132.9492
2020-03-30,133.5254
2020-03-31,167.0442
2020-04-01,112.5403
2020-04-02,125.5937
2020-04-03,141.0543
2020-04-04,140.6653
2020-04-05,134.4313
2020-04-06,121.0684
2020-04-07,109.0126
2020-04-08,162.5554
2020-04-09,169.5935
2020-04-10,156.6058
2020-04-11,165.8458
2020-04-12,153.9396
2020-04-13,100.2655
2020-04-14,109.5377
2020-04-15,149.716
2020-04-16,110.7032
2020-04-17,158.333
2020-04-18,118.5942
2020-04-19,94.4843
2020-04-20,109.4271
2020-04-21,137.6492
2020-04-22,129.401
2020-04-23,123.9133
2020-04-24,153.0044
2020-04-25,160.7532
2020-04-26,93.6651
2020-04-27,141.2121
2020-04-28,128.3233
2020-04-29,167.7609
2020-04-30,139.5591
2020-05-01,115.8203
2020-05-02,108.5914
2020-05-03,155.7467
2020-05-04,159.7189
2020-05-05,143.0931
2020-05-06,168.1393
2020-05-07,168.0925
2020-05-08,142.5839
2020-05-09,169.9809
2020-05-10,112.0306
2020-05-11,102.1949
2020-05-12,142.9784
2020-05-13,129.3199
2020-05-14,110.5566
2020-05-15,151.8521
2020-05-16,128.9284
2020-05-17,111.2087
2020-05-18,103.1559
2020-05-19,141.6
2020-05-20,113.1801
2020-05-21,125.2389
2020-05-22,149.1737
2020-05-23,99.9623
2020-05-24,147.3461
2020-05-25,130.4004
2020-05-26,98.7961
2020-05-27,136.4772
2020-05-28,167.5234
2020-05-29,94.1366
2020-05-30,131.7653
2020-05-31,158.6314
2020-06-01,116.9762
2020-06-02,92.1654
2020-06-03,116.309
2020-06-04,152.3209
2020-06-05,138.0278
2020-06-06,144.7697
2020-06-07,160.8408
2020-06-08,107.2242
2020-06-09,107.9267
2020-06-10,163.8596
2020-06-11,149.7175
2020-06-12,139.8538
2020-06-13,150.6283
2020-06-14,155.2389
2020-06-15,143.7168
2020-06-16,168.0668
2020-06-17,96.5222
2020-06-18,159.4226
2020-06-19,129.7382
2020-06-20,140.8815
2020-06-21,156.9108
2020-06-22,113.6332
2020-06-23,124.5232
2020-06-24,118.9324
2020-06-25,152.0177
2020-06-26,143.693
2020-06-27,100.1909
2020-06-28,110.5572
2020-06-29,152.9249
2020-06-30,117.6676
2020-07-01,126.1102
2020-07-02,167.8043
2020-07-03,110.8112
2020-07-04,149.0968
2020-07-05,157.4898
2020-07-06,147.0127
2020-07-07,128.2879
2020-07-08,146.9978
2020-07-09,144.9273
2020-07-10,97.1176
2020-07-11,153.3379
2020-07-12,158.1602
2020-07-13,161.9113
2020-07-14,159.0625
2020-07-15,156.021
2020-07-16,162.1885
2020-07-17,115.5382
2020-07-18,92.3215
2020-07-19,127.3738
2020-07-20,127.6293
2020-07-21,151.8201
2020-07-22,127.6288
2020-07-23,97.2657
2020-07-24,97.1381
2020-07-25,119.1049
2020-07-26,137.9142
2020-07-27,114.5588
2020-07-28,115.3595
2020-07-29,166.4818
2020-07-30,100.3877
2020-07-31,110.6289
2020-08-01,118.2976
2020-08-02,101.1473
2020-08-03,138.789
2020-08-04,150.0782
2020-08-05,99.507
2020-08-06,111.5095
2020-08-07,118.4588
2020-08-08,98.4207
2020-08-09,115.4532
2020-08-10,148.2936
2020-08-11,165.9607
2020-08-12,102.0004
2020-08-13,142.7391
2020-08-14,119.4126
2020-08-15,90.2648
2020-08-16,161.3537
2020-08-17,132.9462
2020-08-18,163.2382
2020-08-19,122.5097
2020-08-20,167.1528
2020-08-21,108.2001
2020-08-22,168.8831
2020-08-23,139.3614
2020-08-24,90.5656
2020-08-25,166.371
2020-08-26,162.1885
2020-08-27,125.0807
2020-08-28,115.0562
2020-08-29,153.4853
2020-08-30,96.8444
2020-08-31,167.7461
2020-09-01,154.493
2020-09-02,117.0298
2020-09-03,99.2498
2020-09-04,103.5613
2020-09-05,115.5104
2020-09-06,151.7115
2020-09-07,141.1925
2020-09-08,157.803
2020-09-09,148.2455
2020-09-10,90.5692
2020-09-11,155.3027
2020-09-12,113.3411
2020-09-13,169.086
2020-09-14,121.9064
2020-09-15,95.7554
2020-09-16,133.0025
2020-09-17,122.1812
2020-09-18,160.3483
2020-09-19,141.074
2020-09-20,120.4997
2020-09-21,140.0183
2020-09-22,135.0526
2020-09-23,143.3332
2020-09-24,133.1484
2020-09-25,107.5864
2020-09-26,101.9206
2020-09-27,111.3511
2020-09-28,137.9037
2020-09-29,155.9327
2020-09-30,149.5054
2020-10-01,100.6684
2020-10-02,142.1594
2020-10-03,122.2449
2020-10-04,152.0711
2020-10-05,131.1582
2020-10-06,148.6318
2020-10-07,111.7577
2020-10-08,91.4278
2020-10-09,151.7297
2020-10-10,152.0747
2020-10-11,122.7255
2020-10-12,100.2036
2020-10-13,141.5214
2020-10-14,113.7991
2020-10-15,159.6589
2020-10-16,141.0607
2020-10-17,120.3704
2020-10-18,95.5263
2020-10-19,151.4251
2020-10-20,148.1409
2020-10-21,162.6609
2020-10-22,130.2848
2020-10-23,149.3477
2020-10-24,103.2539
2020-10-25,163.9866
2020-10-26,92.2231
2020-10-27,120.6799
2020-10-28,162.4941
2020-10-29,141.3006
2020-10-30,123.949
2020-10-31,154.5789
2020-11-01,157.7615
2020-11-02,112.5015
2020-11-03,98.7447
2020-11-04,165.3162
2020-11-05,148.794
2020-11-06,101.2742
2020-11-07,163.2556
2020-11-08,149.6278
2020-11-09,113.3246
2020-11-10,118.9451
2020-11-11,110.2685
2020-11-12,135.803
2020-11-13,101.9506
2020-11-14,156.5461
2020-11-15,128.7276
2020-11-16,94.1589
2020-11-17,91.9363
2020-11-18,103.7374
2020-11-19,138.6674
2020-11-20,144.5572
2020-11-21,97.6726
2020-11-22,135.1438
2020-11-23,119.9218
2020-11-24,126.819
2020-11-25,132.7149
2020-11-26,128.2828
2020-11-27,149.0847
2020-11-28,112.5239
2020-11-29,123.4696
2020-11-30,156.854
2020-12-01,109.4751
2020-12-02,136.6647
2020-12-03,159.0947
2020-12-04,158.1923
2020-12-05,132.6597
2020-12-06,104.9512
2020-12-07,99.6301
2020-12-08,121.8469
2020-12-09,122.5892
2020-12-10,124.0274
2020-12-11,102.0037
2020-12-12,131.5028
2020-12-13,113.8339
2020-12-14,156.7394
2020-12-15,110.565
2020-12-16,140.6996
2020-12-17,95.5717
2020-12-18,157.9382
2020-12-19,113.7354
2020-12-20,156.3786
2020-12-21,165.7912
2020-12-22,125.4131
2020-12-23,167.4729
2020-12-24,158.9662
2020-12-25,101.0659
2020-12-26,131.2201
2020-12-27,156.0977
2020-12-28,141.9317
2020-12-29,140.3006
2020-12-30,166.8097
2020-12-31,109.5141
2021-01-01,108.232
2021-01-02,123.2618
2021-01-03,166.9568
2021-01-04,138.174
2021-01-05,139.1831
2021-01-06,154.6273
2021-01-07,108.475
2021-01-08,104.6643
2021-01-09,122.1712
2021-01-10,129.9408
2021-01-11,125.6805
2021-01-12,110.458
2021-01-13,109.2947
2021-01-14,160.7071
2021-01-15,112.4391
2021-01-16,157.4548
2021-01-17,91.8452
2021-01-18,162.1784
2021-01-19,156.1713
2021-01-20,158.5249
2021-01-21,157.4538
2021-01-22,93.0346
2021-01-23,94.5152
2021-01-24,119.8323
2021-01-25,106.0412
2021-01-26,102.728
2021-01-27,157.5971
2021-01-28,93.1915
2021-01-29,156.8195
2021-01-30,105.9453
2021-01-31,160.2291
2021-02-01,128.4568
2021-02-02,141.692
2021-02-03,156.3
2021-02-04,117.5967
2021-02-05,162.8402
2021-02-06,121.1754
2021-02-07,95.1539
2021-02-08,126.19
2021-02-09,160.8532
2021-02-10,97.6786
2021-02-11,147.997
2021-02-12,94.0036
2021-02-13,135.6348
2021-02-14,113.251
2021-02-15,92.0397
2021-02-16,112.8962
2021-02-17,147.7173
2021-02-18,123.2753
2021-02-19,115.7016
2021-02-20,152.9139
2021-02-21,132.0912
2021-02-22,164.1085
2021-02-23,98.7841
2021-02-24,113.3766
2021-02-25,99.8151
2021-02-26,112.2695
2021-02-27,98.83
2021-02-28,147.5963
2021-03-01,148.1678
2021-03-02,147.3473
2021-03-03,126.3088
2021-03-04,119.2185
2021-03-05,151.4775
2021-03-06,150.6967
2021-03-07,107.7236
2021-03-08,93.8111
2021-03-09,166.3478
2021-03-10,92.4023
2021-03-11,169.7613
2021-03-12,136.6858
2021-03-13,146.2832
2021-03-14,105.763
2021-03-15,169.2864
2021-03-16,162.6543
2021-03-17,150.1986
2021-03-18,101.4709
2021-03-19,149.7845
2021-03-20,136.9361
2021-03-21,155.4646
2021-03-22,143.1366
2021-03-23,107.409
2021-03-24,147.0193
2021-03-25,144.197
2021-03-26,157.3022
2021-03-27,90.7948
2021-03-28,109.3665
2021-03-29,101.7921
2021-03-30,137.3812
2021-03-31,151.9621
2021-04-01,133.0566
2021-04-02,165.1802
2021-04-03,108.7992
2021-04-04,132.5087
2021-04-05,157.5977
2021-04-06,119.5957
2021-04-07,160.9245
2021-04-08,155.6742
2021-04-09,101.5559
2021-04-10,106.7004
2021-04-11,166.29
2021-04-12,101.2019
2021-04-13,162.4728
2021-04-14,115.842
2021-04-15,114.3989
2021-04-16,127.4451
2021-04-17,140.3129
2021-04-18,169.6021
2021-04-19,102.1027
2021-04-20,117.6266
2021-04-21,105.949
2021-04-22,146.6837
2021-04-23,93.8181
2021-04-24,100.2562
2021-04-25,151.7236
2021-04-26,109.6111
2021-04-27,138.1339
2021-04-28,108.1371
2021-04-29,156.0056
2021-04-30,157.8743
2021-05-01,139.1055
2021-05-02,102.2458
2021-05-03,166.0911
2021-05-04,92.6148
2021-05-05,127.1914
2021-05-06,164.1908
2021-05-07,113.7215
2021-05-08,147.4277
2021-05-09,125.855
2021-05-10,139.9397
2021-05-11,133.919
2021-05-12,91.7142
2021-05-13,98.0493
2021-05-14,120.9359
2021-05-15,140.3193
2021-05-16,145.7164
2021-05-17,128.971
2021-05-18,164.8666
2021-05-19,161.2817
2021-05-20,157.0097
2021-05-21,99.0867
2021-05-22,136.7982
2021-05-23,169.7633
2021-05-24,161.1932
2021-05-25,114.337
2021-05-26,104.2824
2021-05-27,158.303
2021-05-28,96.5186
2021-05-29,111.819
2021-05-30,96.5362
2021-05-31,145.4213
2021-06-01,102.376
2021-06-02,125.0355
2021-06-03,139.4047
2021-06-04,138.6703
2021-06-05,93.8942
2021-06-06,147.7293
2021-06-07,144.0164
2021-06-08,99.5668
2021-06-09,112.0183
2021-06-10,98.6578
2021-06-11,148.5827
2021-06-12,153.8857
2021-06-13,140.2544
2021-06-14,115.912
2021-06-15,155.1251
2021-06-16,135.647
2021-06-17,155.9059
2021-06-18,124.6073
2021-06-19,108.9317
2021-06-20,162.8722
2021-06-21,123.1085
2021-06-22,117.3434
2021-06-23,101.1791
2021-06-24,95.9301
2021-06-25,92.9919
2021-06-26,145.9161
2021-06-27,97.9912
2021-06-28,122.8716
2021-06-29,150.0816
2021-06-30,116.2054
2021-07-01,123.6318
2021-07-02,155.0081
2021-07-03,135.543
2021-07-04,132.9987
2021-07-05,99.6712
2021-07-06,153.6472
2021-07-07,126.4551
2021-07-08,129.667
2021-07-09,92.8855
2021-07-10,105.3789
2021-07-11,118.9659
2021-07-12,130.1781
2021-07-13,104.7156
2021-07-14,168.2368
2021-07-15,109.1223
2021-07-16,90.6657
2021-07-17,99.3442
2021-07-18,99.3516
2021-07-19,162.0112
2021-07-20,111.3266
2021-07-21,147.396
2021-07-22,110.3802
2021-07-23,147.6695
2021-07-24,159.5806
2021-07-25,117.4439
2021-07-26,165.6741
2021-07-27,129.1544
2021-07-28,90.8287
2021-07-29,159.7939
2021-07-30,102.0109
2021-07-31,153.2781
2021-08-01,105.587
2021-08-02,136.2905
2021-08-03,98.188
2021-08-04,166.8684
2021-08-05,121.3242
2021-08-06,113.1123
2021-08-07,124.6965
2021-08-08,104.6512
2021-08-09,92.4953
2021-08-10,121.0394
2021-08-11,132.9022
2021-08-12,155.5696
2021-08-13,167.5203
2021-08-14,166.5035
2021-08-15,131.9715
2021-08-16,135.8732
2021-08-17,120.3711
2021-08-18,156.8502
2021-08-19,128.6435
2021-08-20,127.6836
2021-08-21,148.3765
2021-08-22,130.029
2021-08-23,124.7001
2021-08-24,141.8246
2021-08-25,139.4509
2021-08-26,110.5455
2021-08-27,97.6264
2021-08-28,137.4646
2021-08-29,90.5892
2021-08-30,149.6472
2021-08-31,90.1963
2021-09-01,157.0738
2021-09-02,126.1731
2021-09-03,94.8696
2021-09-04,167.3348
2021-09-05,122.0975
2021-09-06,155.4761
2021-09-07,160.5477
2021-09-08,166.077
2021-09-09,139.8007
2021-09-10,164.5877
2021-09-11,152.9175
2021-09-12,96.9728
2021-09-13,140.0577
2021-09-14,149.1422
2021-09-15,99.5971
2021-09-16,101.4222
2021-09-17,117.53
2021-09-18,122.3572
2021-09-19,140.5016
2021-09-20,132.5753
2021-09-21,112.2637
2021-09-22,122.8947
2021-09-23,102.1667
2021-09-24,94.641
2021-09-25,120.7793
2021-09-26,121.4726
2021-09-27,144.5744
2021-09-28,143.1397
2021-09-29,147.5579
2021-09-30,168.6095
2021-10-01,128.9941
2021-10-02,114.5708
2021-10-03,156.3558
2021-10-04,157.7835
2021-10-05,131.4809
2021-10-06,150.9386
2021-10-07,105.4785
2021-10-08,130.6531
2021-10-09,92.3309
2021-10-10,149.9979
2021-10-11,101.3243
2021-10-12,147.0721
2021-10-13,112.6496
2021-10-14,125.7799
2021-10-15,98.3128
2021-10-16,134.5284
2021-10-17,131.7039
2021-10-18,118.7297
2021-10-19,103.8455
2021-10-20,109.2214
2021-10-21,129.1372
2021-10-22,90.7829
2021-10-23,163.624
2021-10-24,148.9007
2021-10-25,128.1896
2021-10-26,97.3649
2021-10-27,159.8945
2021-10-28,99.0832
2021-10-29,135.5211
2021-10-30,165.6638
2021-10-31,131.0018
2021-11-01,97.0757
2021-11-02,166.1859
2021-11-03,154.3114
2021-11-04,91.7106
2021-11-05,112.0387
2021-11-06,95.0736
2021-11-07,161.5349
2021-11-08,150.0776
2021-11-09,127.0692
2021-11-10,157.7326
2021-11-11,118.254
2021-11-12,107.0119
2021-11-13,139.2298
2021-11-14,134.0806
2021-11-15,111.9071
2021-11-16,107.1505
2021-11-17,162.6691
2021-11-18,130.6731
2021-11-19,124.6562
2021-11-20,125.1216
2021-11-21,129.1723
2021-11-22,97.3029
2021-11-23,106.6214
2021-11-24,120.1098
2021-11-25,127.5893
2021-11-26,94.2297
2021-11-27,150.184
2021-11-28,116.4894
2021-11-29,139.7353
2021-11-30,94.0223
2021-12-01,131.136
2021-12-02,165.2825
2021-12-03,163.249
2021-12-04,98.1056
2021-12-05,166.1404
2021-12-06,168.3913
2021-12-07,162.8915
2021-12-08,162.6835
2021-12-09,134.3427
2021-12-10,109.7823
2021-12-11,118.4862
2021-12-12,161.0781
2021-12-13,125.2516
2021-12-14,147.0456
2021-12-15,141.3455
2021-12-16,166.5736
2021-12-17,157.7751
2021-12-18,92.2463
2021-12-19,130.2274
2021-12-20,156.0328
2021-12-21,106.1984
2021-12-22,141.4564
2021-12-23,169.2952
2021-12-24,147.7423
2021-12-25,142.049
2021-12-26,104.6626
2021-12-27,114.3663
2021-12-28,106.0919
2021-12-29,167.0577
2021-12-30,141.6857
2021-12-31,119.094
2022-01-01,95.1829
2022-01-02,148.5781
2022-01-03,133.9064
2022-01-04,92.7639
2022-01-05,103.7255
2022-01-06,142.5229
2022-01-07,107.3046
2022-01-08,98.3283
2022-01-09,120.4842
2022-01-10,129.6393
2022-01-11,103.5376
2022-01-12,99.3861
2022-01-13,153.0272
2022-01-14,165.1469
2022-01-15,102.2038
2022-01-16,134.801
2022-01-17,162.3939
2022-01-18,143.4486
2022-01-19,123.9916
2022-01-20,93.3734
2022-01-21,126.1705
2022-01-22,168.6622
2022-01-23,126.9574
2022-01-24,97.8248
2022-01-25,157.6149
2022-01-26,127.4405
2022-01-27,139.6874
2022-01-28,130.6385
2022-01-29,118.037
2022-01-30,140.9836
2022-01-31,125.1087
2022-02-01,100.9696
2022-02-02,154.4088
2022-02-03,143.884
2022-02-04,132.4403
2022-02-05,124.9175
2022-02-06,159.5254
2022-02-07,151.3473
2022-02-08,130.945
2022-02-09,117.5317
2022-02-10,101.7
2022-02-11,127.0731
2022-02-12,91.6234
2022-02-13,157.0022
2022-02-14,116.8427
2022-02-15,156.4401
2022-02-16,155.1575
2022-02-17,115.3665
2022-02-18,94.0237
2022-02-19,155.3011
2022-02-20,153.8243
2022-02-21,94.6223
2022-02-22,99.6467
2022-02-23,139.27
2022-02-24,129.832
2022-02-25,131.0323
2022-02-26,110.2381
2022-02-27,146.537
2022-02-28,114.688
2022-03-01,125.1721
2022-03-02,125.3102
2022-03-03,107.2433
2022-03-04,96.9637
2022-03-05,98.2855
2022-03-06,139.7038
2022-03-07,151.7081
2022-03-08,142.8094
2022-03-09,103.6818
2022-03-10,99.0099
2022-03-11,131.1761
2022-03-12,96.7867
2022-03-13,162.5329
2022-03-14,168.7865
2022-03-15,135.3994
2022-03-16,124.8907
2022-03-17,103.2581
2022-03-18,96.0569
2022-03-19,111.2689
2022-03-20,160.2232
2022-03-21,120.4143
2022-03-22,101.683
2022-03-23,158.8139
2022-03-24,108.55
2022-03-25,102.0231
2022-03-26,100.1109
2022-03-27,96.5624
2022-03-28,168.1272
2022-03-29,115.8997
2022-03-30,113.5936
2022-03-31,97.1025
2022-04-01,122.8702
2022-04-02,97.1602
2022-04-03,101.3029
2022-04-04,144.688
2022-04-05,91.9408
2022-04-06,91.0575
2022-04-07,159.536
2022-04-08,130.7261
2022-04-09,120.4482
2022-04-10,152.4157
2022-04-11,131.045
2022-04-12,130.9028
2022-04-13,128.1031
2022-04-14,147.1324
2022-04-15,138.8167
2022-04-16,158.0827
2022-04-17,94.5725
2022-04-18,130.487
2022-04-19,136.8667
2022-04-20,133.8864
2022-04-21,138.1228
2022-04-22,96.301
2022-04-23,123.9223
2022-04-24,151.5779
2022-04-25,91.5412
2022-04-26,162.366
2022-04-27,109.7154
2022-04-28,146.3626
2022-04-29,160.0278
2022-04-30,138.9019
2022-05-01,160.8414
2022-05-02,118.4201
2022-05-03,167.2635
2022-05-04,133.9665
2022-05-05,107.5024
2022-05-06,137.1979
2022-05-07,100.1978
2022-05-08,109.1385
2022-05-09,101.0234
2022-05-10,143.7061
2022-05-11,98.0321
2022-05-12,91.4931
2022-05-13,118.847
2022-05-14,164.6634
2022-05-15,155.7257
2022-05-16,123.6924
2022-05-17,158.2146
2022-05-18,168.9256
2022-05-19,166.1545
2022-05-20,121.1335
2022-05-21,113.5531
2022-05-22,124.2406
2022-05-23,156.8479
2022-05-24,104.8915
2022-05-25,138.2223
2022-05-26,114.9227
2022-05-27,119.9142
2022-05-28,95.683
2022-05-29,164.874
2022-05-30,97.0247
2022-05-31,98.084
2022-06-01,108.797
2022-06-02,142.4628
2022-06-03,147.9891
2022-06-04,143.3797
2022-06-05,121.8627
2022-06-06,90.9597
2022-06-07,100.2875
2022-06-08,125.8422
2022-06-09,164.9966
2022-06-10,115.1266
2022-06-11,169.1324
2022-06-12,148.0749
2022-06-13,91.3699
2022-06-14,169.1566
2022-06-15,159.4458
2022-06-16,102.592
2022-06-17,137.981
2022-06-18,90.8215
2022-06-19,163.1046
2022-06-20,156.4464
2022-06-21,153.1093
2022-06-22,120.0073
2022-06-23,103.165
2022-06-24,118.6337
2022-06-25,126.2568
2022-06-26,156.1114
2022-06-27,169.8741
2022-06-28,105.472
2022-06-29,109.1144
2022-06-30,165.922
2022-07-01,122.1403
2022-07-02,134.7214
2022-07-03,128.6717
2022-07-04,91.5955
2022-07-05,106.9034
2022-07-06,100.8119
2022-07-07,157.7132
2022-07-08,93.5889
2022-07-09,128.7339
2022-07-10,124.8036
2022-07-11,103.9181
2022-07-12,128.2722
2022-07-13,156.4341
2022-07-14,145.6036
2022-07-15,154.2336
2022-07-16,94.4021
2022-07-17,100.7505
2022-07-18,166.8235
2022-07-19,142.1586
2022-07-20,94.1464
2022-07-21,155.7786
2022-07-22,145.9427
2022-07-23,103.2588
2022-07-24,169.7535
2022-07-25,98.8739
2022-07-26,161.936
2022-07-27,110.343
2022-07-28,106.5368
2022-07-29,160.4571
2022-07-30,102.461
2022-07-31,160.6579
2022-08-01,130.8584
2022-08-02,138.0214
2022-08-03,95.5211
2022-08-04,147.3536
2022-08-05,160.5198
2022-08-06,112.0052
2022-08-07,121.4188
2022-08-08,130.0294
2022-08-09,142.0665
2022-08-10,108.4031
2022-08-11,148.7128
2022-08-12,136.1753
2022-08-13,153.2596
2022-08-14,99.7059
2022-08-15,165.4863
2022-08-16,120.5186
2022-08-17,162.5687
2022-08-18,113.756
2022-08-19,133.8191
2022-08-20,137.0156
2022-08-21,134.8924
2022-08-22,160.0278
2022-08-23,151.0615
2022-08-24,167.6652
2022-08-25,161.941
2022-08-26,131.8261
2022-08-27,121.6356
2022-08-28,154.7069
2022-08-29,144.0239
2022-08-30,138.3903
2022-08-31,91.6693
2022-09-01,127.9239
2022-09-02,91.6996
2022-09-03,106.6763
2022-09-04,168.0199
2022-09-05,139.795
2022-09-06,117.4176
2022-09-07,153.7912
2022-09-08,156.6363
2022-09-09,146.3877
2022-09-10,146.6076
2022-09-11,120.8778
2022-09-12,167.2233
2022-09-13,139.3037
2022-09-14,160.8071
2022-09-15,100.9503
2022-09-16,91.3405
2022-09-17,168.2132
2022-09-18,138.3198
2022-09-19,153.0774
2022-09-20,92.771
2022-09-21,138.1093
2022-09-22,111.3872
2022-09-23,112.6318
2022-09-24,162.4084
2022-09-25,141.7374
2022-09-26,168.3666
2022-09-27,139.3839
2022-09-28,98.295
2022-09-29,104.8075
2022-09-30,160.1476
2022-10-01,152.4673
2022-10-02,133.1609
2022-10-03,143.9432
2022-10-04,126.8273
2022-10-05,98.8579
2022-10-06,128.7922
2022-10-07,153.5438
2022-10-08,135.9263
2022-10-09,92.6924
2022-10-10,116.5853
2022-10-11,145.1923
2022-10-12,111.1721
2022-10-13,96.444
2022-10-14,147.568
2022-10-15,91.0565
2022-10-16,108.7131
2022-10-17,126.4691
2022-10-18,162.3969
2022-10-19,133.9935
2022-10-20,134.3842
2022-10-21,138.6033
2022-10-22,154.2966
2022-10-23,145.591
2022-10-24,142.0914
2022-10-25,129.0095
2022-10-26,95.6425
2022-10-27,103.874
2022-10-28,119.7509
2022-10-29,142.9006
2022-10-30,149.978
2022-10-31,166.0298
2022-11-01,167.5316
2022-11-02,149.5672
