date,production_ton
2020-04-07,2046
2020-04-08,2576
2020-04-09,4844
2020-04-10,2370
2020-04-11,4464
2020-04-12,4560
2020-04-13,2637
2020-04-14,633
2020-04-15,4070
2020-04-16,2504
2020-04-17,1496
2020-04-18,548
2020-04-19,4329
2020-04-20,2148
2020-04-21,1094
2020-04-22,2160
2020-04-23,540
2020-04-24,2670
2020-04-25,1503
2020-04-26,4183
2020-04-27,2168
2020-04-28,4882
2020-04-29,4796
2020-04-30,1313
2020-05-01,2062
2020-05-02,4649
2020-05-03,2291
2020-05-04,3622
2020-05-05,4658
2020-05-06,4503
2020-05-07,1139
2020-05-08,3896
2020-05-09,4328
2020-05-10,3954
2020-05-11,4934
2020-05-12,615
2020-05-13,2512
2020-05-14,2210
2020-05-15,3355
2020-05-16,4750
2020-05-17,3774
2020-05-18,2345
2020-05-19,2210
2020-05-20,4416
2020-05-21,3116
2020-05-22,1328
2020-05-23,2209
2020-05-24,4423
2020-05-25,1249
2020-05-26,4694
2020-05-27,3909
2020-05-28,934
2020-05-29,2485
2020-05-30,4187
2020-05-31,680
2020-06-01,2959
2020-06-02,3343
2020-06-03,1708
2020-06-04,620
2020-06-05,2476
2020-06-06,2905
2020-06-07,3586
2020-06-08,2666
2020-06-09,4946
2020-06-10,4107
2020-06-11,1785
2020-06-12,522
2020-06-13,2528
2020-06-14,1969
2020-06-15,556
2020-06-16,3269
2020-06-17,4753
2020-06-18,1328
2020-06-19,3201
2020-06-20,3688
2020-06-21,3375
2020-06-22,2376
2020-06-23,1521
2020-06-24,4854
2020-06-25,1456
2020-06-26,4830
2020-06-27,1574
2020-06-28,2374
2020-06-29,3540
2020-06-30,2950
2020-07-01,980
2020-07-02,2730
2020-07-03,823
2020-07-04,749
2020-07-05,4204
2020-07-06,3792
2020-07-07,982
2020-07-08,3525
2020-07-09,1109
2020-07-10,764
2020-07-11,1526
2020-07-12,4487
2020-07-13,3741
2020-07-14,1417
2020-07-15,3790
2020-07-16,3498
2020-07-17,2845
2020-07-18,1104
2020-07-19,2292
2020-07-20,3110
2020-07-21,2474
2020-07-22,4404
2020-07-23,2282
2020-07-24,4050
2020-07-25,3495
2020-07-26,1913
2020-07-27,4731
2020-07-28,4264
2020-07-29,2156
2020-07-30,1866
2020-07-31,4279
2020-08-01,1502
2020-08-02,3378
2020-08-03,1107
2020-08-04,988
2020-08-05,3572
2020-08-06,1123
2020-08-07,3615
2020-08-08,865
2020-08-09,4196
2020-08-10,4304
2020-08-11,523
2020-08-12,887
2020-08-13,777
2020-08-14,1480
2020-08-15,569
2020-08-16,525
2020-08-17,4634
2020-08-18,3660
2020-08-19,4714
2020-08-20,1920
2020-08-21,4737
2020-08-22,3397
2020-08-23,1699
2020-08-24,1164
2020-08-25,4490
2020-08-26,4945
2020-08-27,4815
2020-08-28,3098
2020-08-29,3651
2020-08-30,712
2020-08-31,4425
2020-09-01,2566
2020-09-02,2636
2020-09-03,2247
2020-09-04,3965
2020-09-05,2475
2020-09-06,4575
2020-09-07,1124
2020-09-08,1531
2020-09-09,4842
2020-09-10,2489
2020-09-11,825
2020-09-12,4810
2020-09-13,4578
2020-09-14,3402
2020-09-15,1743
2020-09-16,2775
2020-09-17,1116
2020-09-18,4090
2020-09-19,1590
2020-09-20,3606
2020-09-21,4690
2020-09-22,2971
2020-09-23,3644
2020-09-24,2858
2020-09-25,3571
2020-09-26,1768
2020-09-27,2268
2020-09-28,4349
2020-09-29,1311
2020-09-30,2372
2020-10-01,4270
2020-10-02,4125
2020-10-03,3188
2020-10-04,1162
2020-10-05,4763
2020-10-06,4652
2020-10-07,3109
2020-10-08,3311
2020-10-09,2996
2020-10-10,4256
2020-10-11,2342
2020-10-12,4644
2020-10-13,2278
2020-10-14,4673
2020-10-15,3471
2020-10-16,3383
2020-10-17,848
2020-10-18,2154
2020-10-19,2502
2020-10-20,4028
2020-10-21,3980
2020-10-22,4538
2020-10-23,2320
2020-10-24,3805
2020-10-25,655
2020-10-26,2357
2020-10-27,2245
2020-10-28,3380
2020-10-29,2038
2020-10-30,1307
2020-10-31,1154
2020-11-01,2468
2020-11-02,1617
2020-11-03,792
2020-11-04,4444
2020-11-05,1919
2020-11-06,892
2020-11-07,2627
2020-11-08,937
2020-11-09,4672
2020-11-10,2145
2020-11-11,4162
2020-11-12,1806
2020-11-13,4670
2020-11-14,4446
2020-11-15,4545
2020-11-16,2473
2020-11-17,2918
2020-11-18,4684
2020-11-19,4380
2020-11-20,4614
2020-11-21,3919
2020-11-22,3986
2020-11-23,3010
2020-11-24,1284
2020-11-25,3567
2020-11-26,707
2020-11-27,3429
2020-11-28,4189
2020-11-29,641
2020-11-30,3623
2020-12-01,2330
2020-12-02,2962
2020-12-03,4281
2020-12-04,3721
2020-12-05,4763
2020-12-06,4130
2020-12-07,2503
2020-12-08,617
2020-12-09,2839
2020-12-10,598
2020-12-11,1298
2020-12-12,3688
2020-12-13,2658
2020-12-14,1565
2020-12-15,1018
2020-12-16,1471
2020-12-17,4298
2020-12-18,2927
2020-12-19,732
2020-12-20,1516
2020-12-21,3868
2020-12-22,1391
2020-12-23,4968
2020-12-24,1433
2020-12-25,596
2020-12-26,4392
2020-12-27,3398
2020-12-28,1942
2020-12-29,2425
2020-12-30,870
2020-12-31,4771
2021-01-01,4170
2021-01-02,2766
2021-01-03,4592
2021-01-04,930
2021-01-05,2135
2021-01-06,4898
2021-01-07,3447
2021-01-08,539
2021-01-09,1133
2021-01-10,2999
2021-01-11,2043
2021-01-12,3066
2021-01-13,1302
2021-01-14,1916
2021-01-15,4995
2021-01-16,2073
2021-01-17,2297
2021-01-18,3911
2021-01-19,3445
2021-01-20,4221
2021-01-21,669
2021-01-22,3577
2021-01-23,1035
2021-01-24,3687
2021-01-25,1591
2021-01-26,1883
2021-01-27,4713
2021-01-28,4487
2021-01-29,4851
2021-01-30,4924
2021-01-31,3389
2021-02-01,3920
2021-02-02,4088
2021-02-03,1485
2021-02-04,3797
2021-02-05,4949
2021-02-06,3282
2021-02-07,1257
2021-02-08,4578
2021-02-09,3938
2021-02-10,1117
2021-02-11,2635
2021-02-12,2608
2021-02-13,4653
2021-02-14,4726
2021-02-15,4842
2021-02-16,3925
2021-02-17,4721
2021-02-18,4921
2021-02-19,613
2021-02-20,508
2021-02-21,3113
2021-02-22,1886
2021-02-23,501
2021-02-24,3152
2021-02-25,3831
2021-02-26,3187
2021-02-27,945
2021-02-28,4640
2021-03-01,3577
2021-03-02,2230
2021-03-03,1603
2021-03-04,1551
2021-03-05,638
2021-03-06,3351
2021-03-07,4587
2021-03-08,2188
2021-03-09,4032
2021-03-10,4384
2021-03-11,1520
2021-03-12,590
2021-03-13,4743
2021-03-14,1790
2021-03-15,2006
2021-03-16,4591
2021-03-17,765
2021-03-18,782
2021-03-19,1766
2021-03-20,3535
2021-03-21,1931
2021-03-22,4773
2021-03-23,3966
2021-03-24,742
2021-03-25,4548
2021-03-26,3971
2021-03-27,776
2021-03-28,3607
2021-03-29,3169
2021-03-30,3455
2021-03-31,3767
2021-04-01,1659
2021-04-02,3685
2021-04-03,4168
2021-04-04,2911
2021-04-05,3237
2021-04-06,2067
2021-04-07,4128
2021-04-08,3542
2021-04-09,1787
2021-04-10,4996
2021-04-11,1667
2021-04-12,1927
2021-04-13,4003
2021-04-14,821
2021-04-15,4284
2021-04-16,2922
2021-04-17,4196
2021-04-18,4408
2021-04-19,1575
2021-04-20,4280
2021-04-21,1594
2021-04-22,1234
2021-04-23,1185
2021-04-24,3933
2021-04-25,4158
2021-04-26,2970
2021-04-27,3281
2021-04-28,3714
2021-04-29,3225
2021-04-30,3445
2021-05-01,4681
2021-05-02,4761
2021-05-03,1537
2021-05-04,2847
2021-05-05,953
2021-05-06,2881
2021-05-07,2484
2021-05-08,3299
2021-05-09,1038
2021-05-10,934
2021-05-11,3627
2021-05-12,784
2021-05-13,2439
2021-05-14,2268
2021-05-15,1166
2021-05-16,3465
2021-05-17,865
2021-05-18,883
2021-05-19,4803
2021-05-20,4033
2021-05-21,1295
2021-05-22,1739
2021-05-23,2895
2021-05-24,2582
2021-05-25,4550
2021-05-26,3983
2021-05-27,2366
2021-05-28,548
2021-05-29,4595
2021-05-30,3413
2021-05-31,2734
2021-06-01,1926
2021-06-02,3321
2021-06-03,2729
2021-06-04,3851
2021-06-05,1428
2021-06-06,3573
2021-06-07,542
2021-06-08,1183
2021-06-09,4036
2021-06-10,4792
2021-06-11,500
2021-06-12,4809
2021-06-13,2403
2021-06-14,1161
2021-06-15,2273
2021-06-16,3399
2021-06-17,1941
2021-06-18,3227
2021-06-19,2620
2021-06-20,4810
2021-06-21,3064
2021-06-22,3219
2021-06-23,4922
2021-06-24,1067
2021-06-25,926
2021-06-26,4402
2021-06-27,4664
2021-06-28,3742
2021-06-29,1156
2021-06-30,3290
2021-07-01,3416
2021-07-02,4321
2021-07-03,3022
2021-07-04,674
2021-07-05,968
2021-07-06,4865
2021-07-07,3666
2021-07-08,3199
2021-07-09,3245
2021-07-10,2565
2021-07-11,2650
2021-07-12,2460
2021-07-13,2714
2021-07-14,4997
2021-07-15,2208
2021-07-16,3737
2021-07-17,4021
2021-07-18,567
2021-07-19,4637
2021-07-20,4481
2021-07-21,3735
2021-07-22,3480
2021-07-23,1789
2021-07-24,3099
2021-07-25,4537
2021-07-26,3171
2021-07-27,2657
2021-07-28,635
2021-07-29,3050
2021-07-30,4660
2021-07-31,4781
2021-08-01,2026
2021-08-02,625
2021-08-03,4012
2021-08-04,746
2021-08-05,2369
2021-08-06,662
2021-08-07,1637
2021-08-08,619
2021-08-09,4515
2021-08-10,2643
2021-08-11,3188
2021-08-12,4230
2021-08-13,4202
2021-08-14,2403
2021-08-15,2163
2021-08-16,1246
2021-08-17,659
2021-08-18,3987
2021-08-19,4775
2021-08-20,2869
2021-08-21,1700
2021-08-22,4941
2021-08-23,3764
2021-08-24,1983
2021-08-25,2221
2021-08-26,2053
2021-08-27,2206
2021-08-28,2218
2021-08-29,4920
2021-08-30,1417
2021-08-31,4598
2021-09-01,3915
2021-09-02,4505
2021-09-03,3270
2021-09-04,2817
2021-09-05,3777
2021-09-06,2264
2021-09-07,1480
2021-09-08,1996
2021-09-09,3219
2021-09-10,1653
2021-09-11,4919
2021-09-12,3499
2021-09-13,1108
2021-09-14,3537
2021-09-15,4879
2021-09-16,2353
2021-09-17,2869
2021-09-18,2386
2021-09-19,1660
2021-09-20,3486
2021-09-21,917
2021-09-22,993
2021-09-23,4841
2021-09-24,3030
2021-09-25,2219
2021-09-26,1584
2021-09-27,4718
2021-09-28,1711
2021-09-29,1754
2021-09-30,2014
2021-10-01,992
2021-10-02,730
2021-10-03,3552
2021-10-04,3338
2021-10-05,4295
2021-10-06,3961
2021-10-07,3154
2021-10-08,4080
2021-10-09,3332
2021-10-10,2188
2021-10-11,3518
2021-10-12,528
2021-10-13,2580
2021-10-14,670
2021-10-15,3577
2021-10-16,2245
2021-10-17,3287
2021-10-18,704
2021-10-19,2941
2021-10-20,1281
2021-10-21,965
2021-10-22,1601
2021-10-23,2306
2021-10-24,1387
2021-10-25,3008
2021-10-26,3136
2021-10-27,1298
2021-10-28,739
2021-10-29,3462
2021-10-30,3284
2021-10-31,824
2021-11-01,3922
2021-11-02,1655
2021-11-03,1430
2021-11-04,1620
2021-11-05,3884
2021-11-06,4403
2021-11-07,3741
2021-11-08,1790
2021-11-09,1597
2021-11-10,3578
2021-11-11,4831
2021-11-12,4299
2021-11-13,4342
2021-11-14,1159
2021-11-15,2200
2021-11-16,4397
2021-11-17,1575
2021-11-18,2788
2021-11-19,2129
2021-11-20,3642
2021-11-21,3919
2021-11-22,2297
2021-11-23,1105
2021-11-24,4163
2021-11-25,3104
2021-11-26,848
2021-11-27,4419
2021-11-28,4399
2021-11-29,3641
2021-11-30,3262
2021-12-01,2345
2021-12-02,936
2021-12-03,2282
2021-12-04,3072
2021-12-05,536
2021-12-06,1413
2021-12-07,1680
2021-12-08,1521
2021-12-09,2486
2021-12-10,2336
2021-12-11,2735
2021-12-12,3690
2021-12-13,2278
2021-12-14,655
2021-12-15,4872
2021-12-16,3151
2021-12-17,1446
2021-12-18,1793
2021-12-19,1761
2021-12-20,3930
2021-12-21,600
2021-12-22,3061
2021-12-23,2035
2021-12-24,2497
2021-12-25,3367
2021-12-26,885
2021-12-27,3729
2021-12-28,3986
2021-12-29,1454
2021-12-30,702
2021-12-31,2160
2022-01-01,3443
2022-01-02,3559
2022-01-03,2655
2022-01-04,2225
2022-01-05,2559
2022-01-06,4926
2022-01-07,879
2022-01-08,4318
2022-01-09,3661
2022-01-10,2879
2022-01-11,1047
2022-01-12,731
2022-01-13,4589
2022-01-14,1645
2022-01-15,1215
2022-01-16,2975
2022-01-17,2964
2022-01-18,4557
2022-01-19,4138
2022-01-20,2508
2022-01-21,925
2022-01-22,3529
2022-01-23,4749
2022-01-24,2649
2022-01-25,2489
2022-01-26,4486
2022-01-27,1920
2022-01-28,3409
2022-01-29,4837
2022-01-30,2974
2022-01-31,3389
2022-02-01,768
2022-02-02,2874
2022-02-03,3255
2022-02-04,2186
2022-02-05,3879
2022-02-06,4916
2022-02-07,3283
2022-02-08,3587
2022-02-09,3627
2022-02-10,2417
2022-02-11,1254
2022-02-12,4182
2022-02-13,2180
2022-02-14,872
2022-02-15,2516
2022-02-16,4070
2022-02-17,3694
2022-02-18,2283
2022-02-19,2801
2022-02-20,1004
2022-02-21,1006
2022-02-22,4956
2022-02-23,1417
2022-02-24,2660
2022-02-25,4502
2022-02-26,1802
2022-02-27,4341
2022-02-28,4388
2022-03-01,1973
2022-03-02,4214
2022-03-03,2543
2022-03-04,2020
2022-03-05,4658
2022-03-06,1313
2022-03-07,1051
2022-03-08,2043
2022-03-09,1152
2022-03-10,1723
2022-03-11,3748
2022-03-12,1426
2022-03-13,4783
2022-03-14,1435
2022-03-15,2605
2022-03-16,2019
2022-03-17,1816
2022-03-18,3758
2022-03-19,3397
2022-03-20,2824
2022-03-21,2523
2022-03-22,1663
2022-03-23,4108
2022-03-24,4858
2022-03-25,1497
2022-03-26,2532
2022-03-27,724
2022-03-28,4245
2022-03-29,799
2022-03-30,817
2022-03-31,4771
2022-04-01,2579
2022-04-02,2811
2022-04-03,3717
2022-04-04,4171
2022-04-05,2457
2022-04-06,2431
2022-04-07,4852
2022-04-08,4665
2022-04-09,4682
2022-04-10,1629
2022-04-11,2494
2022-04-12,4880
2022-04-13,3487
2022-04-14,1571
2022-04-15,1622
2022-04-16,1486
2022-04-17,4218
2022-04-18,4370
2022-04-19,3514
2022-04-20,3841
2022-04-21,3393
2022-04-22,3594
2022-04-23,4477
2022-04-24,1337
2022-04-25,523
2022-04-26,4933
2022-04-27,4385
2022-04-28,1624
2022-04-29,2868
2022-04-30,694
2022-05-01,1045
2022-05-02,3854
2022-05-03,4061
2022-05-04,4755
2022-05-05,1732
2022-05-06,4329
2022-05-07,1371
2022-05-08,4587
2022-05-09,2873
2022-05-10,683
2022-05-11,1692
2022-05-12,3882
2022-05-13,1095
2022-05-14,1580
2022-05-15,4450
2022-05-16,2193
2022-05-17,4627
2022-05-18,3746
2022-05-19,1156
2022-05-20,2222
2022-05-21,1668
2022-05-22,2869
2022-05-23,677
2022-05-24,4374
2022-05-25,3156
2022-05-26,1639
2022-05-27,1315
2022-05-28,611
2022-05-29,2177
2022-05-30,4422
2022-05-31,2061
2022-06-01,3325
2022-06-02,3540
2022-06-03,3954
2022-06-04,2124
2022-06-05,4057
2022-06-06,2632
2022-06-07,4574
2022-06-08,751
2022-06-09,618
2022-06-10,3861
2022-06-11,4725
2022-06-12,3149
2022-06-13,2033
2022-06-14,4057
2022-06-15,4003
2022-06-16,2875
2022-06-17,4030
2022-06-18,1463
2022-06-19,4267
2022-06-20,1435
2022-06-21,3728
2022-06-22,2951
2022-06-23,4556
2022-06-24,2065
2022-06-25,2373
2022-06-26,3618
2022-06-27,744
2022-06-28,4800
2022-06-29,1324
2022-06-30,1630
2022-07-01,1095
2022-07-02,2053
2022-07-03,2403
2022-07-04,1057
2022-07-05,4997
2022-07-06,1648
2022-07-07,3162
2022-07-08,1475
2022-07-09,3141
2022-07-10,4413
2022-07-11,4403
2022-07-12,942
2022-07-13,2549
2022-07-14,2019
2022-07-15,546
2022-07-16,4625
2022-07-17,4567
2022-07-18,1043
2022-07-19,3624
2022-07-20,2565
2022-07-21,2834
2022-07-22,2376
2022-07-23,4943
2022-07-24,3916
2022-07-25,4331
2022-07-26,2648
2022-07-27,3235
2022-07-28,4927
2022-07-29,4376
2022-07-30,3401
2022-07-31,1393
2022-08-01,2988
2022-08-02,538
2022-08-03,944
2022-08-04,2061
2022-08-05,3767
2022-08-06,4599
2022-08-07,4700
2022-08-08,944
2022-08-09,1043
2022-08-10,3558
2022-08-11,3367
2022-08-12,2481
2022-08-13,4481
2022-08-14,1361
2022-08-15,1483
2022-08-16,2867
2022-08-17,805
2022-08-18,2995
2022-08-19,4888
2022-08-20,4769
2022-08-21,1569
2022-08-22,2854
2022-08-23,4290
2022-08-24,3164
2022-08-25,4297
2022-08-26,1453
2022-08-27,1980
2022-08-28,1526
2022-08-29,3859
2022-08-30,966
2022-08-31,1422
2022-09-01,3274
2022-09-02,4622
2022-09-03,727
2022-09-04,2241
2022-09-05,687
2022-09-06,4043
2022-09-07,573
2022-09-08,4296
2022-09-09,1807
2022-09-10,4762
2022-09-11,1688
2022-09-12,4965
2022-09-13,882
2022-09-14,586
2022-09-15,4838
2022-09-16,793
2022-09-17,2114
2022-09-18,3235
2022-09-19,1121
2022-09-20,4065
2022-09-21,3496
2022-09-22,1685
2022-09-23,1904
2022-09-24,505
2022-09-25,2962
2022-09-26,1276
2022-09-27,4467
2022-09-28,1512
2022-09-29,4595
2022-09-30,835
2022-10-01,1460
2022-10-02,4890
2022-10-03,3025
2022-10-04,4798
2022-10-05,1019
2022-10-06,1659
2022-10-07,1431
2022-10-08,914
2022-10-09,4570
2022-10-10,3919
2022-10-11,3738
2022-10-12,3909
2022-10-13,1316
2022-10-14,3182
2022-10-15,3772
2022-10-16,2632
2022-10-17,2303
2022-10-18,4112
2022-10-19,2221
2022-10-20,1772
2022-10-21,4873
2022-10-22,3892
2022-10-23,1337
2022-10-24,4419
2022-10-25,4763
2022-10-26,1882
2022-10-27,2687
2022-10-28,2472
2022-10-29,1857
2022-10-30,4064
2022-10-31,672
2022-11-01,4026
2022-11-02,1507
2022-11-03,4341
2022-11-04,1091
2022-11-05,4718
2022-11-06,4898
2022-11-07,1852
2022-11-08,2703
2022-11-09,4064
2022-11-10,2655
2022-11-11,3779
2022-11-12,1174
2022-11-13,724
2022-11-14,4388
2022-11-15,2709
2022-11-16,3342
2022-11-17,2909
2022-11-18,3801
2022-11-19,901
2022-11-20,2491
2022-11-21,531
2022-11-22,3470
2022-11-23,4212
2022-11-24,1444
2022-11-25,4973
2022-11-26,3046
2022-11-27,738
2022-11-28,2930
2022-11-29,1808
2022-11-30,636
2022-12-01,739
2022-12-02,1747
2022-12-03,3535
2022-12-04,737
2022-12-05,3851
2022-12-06,4389
2022-12-07,4969
2022-12-08,2671
2022-12-09,4023
2022-12-10,3564
2022-12-11,1520
2022-12-12,3213
2022-12-13,1129
2022-12-14,2981
2022-12-15,1175
2022-12-16,842
2022-12-17,4324
2022-12-18,3943
2022-12-19,2203
2022-12-20,3116
2022-12-21,2053
2022-12-22,2939
2022-12-23,4482
2022-12-24,1230
2022-12-25,4124
2022-12-26,2550
2022-12-27,3698
2022-12-28,4598
2022-12-29,4331
2022-12-30,3273
2022-12-31,779
2023-01-01,2750
2023-01-02,1355
2023-01-03,1119
2023-01-04,2924
2023-01-05,2720
2023-01-06,1207
2023-01-07,1502
2023-01-08,4892
2023-01-09,4522
2023-01-10,1775
2023-01-11,2970
2023-01-12,4198
2023-01-13,3272
2023-01-14,3231
2023-01-15,3143
2023-01-16,3927
2023-01-17,999
2023-01-18,3305
2023-01-19,2451
2023-01-20,658
2023-01-21,622
2023-01-22,1630
2023-01-23,2430
2023-01-24,4704
2023-01-25,3426
2023-01-26,3553
2023-01-27,3473
2023-01-28,979
2023-01-29,2655
2023-01-30,2939
2023-01-31,2410
2023-02-01,2520
2023-02-02,2648
2023-02-03,2817
2023-02-04,4396
2023-02-05,4011
2023-02-06,2063
2023-02-07,4119
2023-02-08,2312
2023-02-09,1132
2023-02-10,4252
2023-02-11,4244
2023-02-12,3270
2023-02-13,565
2023-02-14,4856
2023-02-15,1987
2023-02-16,1398
2023-02-17,3902
2023-02-18,4088
2023-02-19,3463
2023-02-20,3058
2023-02-21,784
2023-02-22,2548
2023-02-23,2680
2023-02-24,2465
2023-02-25,2634
2023-02-26,4567
2023-02-27,2516
2023-02-28,897
2023-03-01,3576
2023-03-02,4042
2023-03-03,3323
2023-03-04,4947
2023-03-05,1516
2023-03-06,1535
2023-03-07,4425
2023-03-08,3763
2023-03-09,3494
2023-03-10,4191
2023-03-11,3794
2023-03-12,1290
2023-03-13,580
2023-03-14,1513
2023-03-15,1199
2023-03-16,2117
2023-03-17,518
2023-03-18,612
2023-03-19,2909
2023-03-20,3141
2023-03-21,2249
2023-03-22,4640
2023-03-23,3550
2023-03-24,3307
2023-03-25,3420
2023-03-26,1129
2023-03-27,3775
2023-03-28,3080
2023-03-29,4048
2023-03-30,3403
2023-03-31,1165
2023-04-01,1762
2023-04-02,4207
2023-04-03,953
2023-04-04,4530
2023-04-05,3621
2023-04-06,810
2023-04-07,1616
2023-04-08,4419
2023-04-09,3139
2023-04-10,535
2023-04-11,3908
2023-04-12,2474
2023-04-13,3536
2023-04-14,1361
2023-04-15,4177
2023-04-16,4288
2023-04-17,3136
2023-04-18,4637
2023-04-19,2963
2023-04-20,2455
2023-04-21,2229
2023-04-22,4182
2023-04-23,4900
2023-04-24,2888
2023-04-25,1033
2023-04-26,3525
2023-04-27,4558
2023-04-28,4761
2023-04-29,4397
2023-04-30,4561
2023-05-01,3799
2023-05-02,3532
2023-05-03,782
2023-05-04,2262
2023-05-05,1603
2023-05-06,4272
2023-05-07,1659
2023-05-08,4169
2023-05-09,859
2023-05-10,3429
2023-05-11,3055
2023-05-12,1313
2023-05-13,1323
2023-05-14,3123
2023-05-15,3410
2023-05-16,940
2023-05-17,4934
2023-05-18,1418
2023-05-19,3439
2023-05-20,4927
2023-05-21,3105
2023-05-22,3933
2023-05-23,778
2023-05-24,4121
2023-05-25,3623
2023-05-26,3482
2023-05-27,4589
2023-05-28,2415
2023-05-29,3416
2023-05-30,3956
2023-05-31,3416
2023-06-01,1206
2023-06-02,2771
2023-06-03,4491
2023-06-04,2172
2023-06-05,4142
2023-06-06,3858
2023-06-07,3072
2023-06-08,1289
2023-06-09,2717
2023-06-10,2110
2023-06-11,1321
2023-06-12,4284
2023-06-13,2137
2023-06-14,3816
2023-06-15,984
2023-06-16,2374
2023-06-17,3351
2023-06-18,852
2023-06-19,4552
2023-06-20,4674
2023-06-21,1864
2023-06-22,4495
2023-06-23,2007
2023-06-24,1542
2023-06-25,1322
2023-06-26,3135
2023-06-27,4515
2023-06-28,2782
2023-06-29,2958
2023-06-30,3242
2023-07-01,2522
2023-07-02,605
2023-07-03,4983
2023-07-04,1519
2023-07-05,1598
2023-07-06,2071
2023-07-07,4617
2023-07-08,4476
2023-07-09,739
2023-07-10,3213
2023-07-11,907
2023-07-12,801
2023-07-13,4007
2023-07-14,1824
2023-07-15,3618
2023-07-16,719
2023-07-17,3782
2023-07-18,966
2023-07-19,2958
2023-07-20,4015
2023-07-21,4577
2023-07-22,3411
2023-07-23,3914
2023-07-24,707
2023-07-25,3396
2023-07-26,1754
2023-07-27,1582
2023-07-28,4447
2023-07-29,2587
2023-07-30,4138
2023-07-31,821
2023-08-01,3435
2023-08-02,1302
2023-08-03,2762
2023-08-04,2057
2023-08-05,4881
2023-08-06,1209
2023-08-07,2091
2023-08-08,4372
2023-08-09,3598
2023-08-10,4294
2023-08-11,2079
2023-08-12,4443
2023-08-13,4801
2023-08-14,4519
2023-08-15,4350
2023-08-16,1568
2023-08-17,729
2023-08-18,4713
2023-08-19,1249
2023-08-20,4315
2023-08-21,3953
2023-08-22,3478
2023-08-23,1835
2023-08-24,4551
2023-08-25,1504
2023-08-26,2413
2023-08-27,3106
2023-08-28,3987
2023-08-29,3148
2023-08-30,2601
2023-08-31,2128
2023-09-01,672
2023-09-02,2766
2023-09-03,507
2023-09-04,2235
2023-09-05,1518
2023-09-06,1480
2023-09-07,1509
2023-09-08,4202
2023-09-09,2350
2023-09-10,1326
2023-09-11,815
2023-09-12,554
2023-09-13,920
2023-09-14,2520
2023-09-15,1568
2023-09-16,1013
2023-09-17,1081
2023-09-18,1229
2023-09-19,4527
2023-09-20,3881
2023-09-21,2600
2023-09-22,2551
2023-09-23,4885
2023-09-24,4682
2023-09-25,2886
2023-09-26,4736
2023-09-27,3590
2023-09-28,1642
2023-09-29,3741
2023-09-30,1705
2023-10-01,3002
2023-10-02,1381
2023-10-03,2881
2023-10-04,1670
2023-10-05,2286
2023-10-06,4520
2023-10-07,1932
2023-10-08,2699
2023-10-09,4347
2023-10-10,4104
2023-10-11,764
2023-10-12,4658
2023-10-13,761
2023-10-14,2596
2023-10-15,2237
2023-10-16,4448
2023-10-17,3242
2023-10-18,2707
2023-10-19,4352
2023-10-20,4857
2023-10-21,1145
2023-10-22,621
2023-10-23,945
2023-10-24,4333
2023-10-25,1441
2023-10-26,3197
2023-10-27,3974
2023-10-28,4248
2023-10-29,2985
2023-10-30,4040
2023-10-31,2656
2023-11-01,1903
2023-11-02,4175
2023-11-03,867
2023-11-04,653
2023-11-05,4781
2023-11-06,4356
2023-11-07,981
2023-11-08,1024
2023-11-09,4639
2023-11-10,1069
2023-11-11,2255
2023-11-12,3907
2023-11-13,3497
2023-11-14,4243
2023-11-15,4835
2023-11-16,4190
2023-11-17,2877
2023-11-18,1483
2023-11-19,3151
2023-11-20,3885
2023-11-21,3159
2023-11-22,2625
2023-11-23,534
2023-11-24,538
2023-11-25,4537
2023-11-26,3937
2023-11-27,3365
2023-11-28,616
2023-11-29,1605
2023-11-30,2873
2023-12-01,884
2023-12-02,2228
2023-12-03,512
2023-12-04,3783
2023-12-05,4676
2023-12-06,4377
2023-12-07,2971
2023-12-08,2646
2023-12-09,1792
2023-12-10,2927
2023-12-11,3186
2023-12-12,4817
2023-12-13,1511
2023-12-14,1554
2023-12-15,1545
2023-12-16,836
2023-12-17,3300
2023-12-18,1422
2023-12-19,3266
2023-12-20,3067
2023-12-21,2552
2023-12-22,2810
2023-12-23,1868
2023-12-24,553
2023-12-25,583
2023-12-26,4431
2023-12-27,2456
2023-12-28,4593
2023-12-29,4628
2023-12-30,792
2023-12-31,2115
2024-01-01,1997
2024-01-02,4778
2024-01-03,2383
2024-01-04,1191
2024-01-05,2303
2024-01-06,2495
2024-01-07,1933
2024-01-08,1921
2024-01-09,2479
2024-01-10,3627
2024-01-11,550
2024-01-12,3480
2024-01-13,3677
2024-01-14,3466
2024-01-15,4549
2024-01-16,2101
2024-01-17,1063
2024-01-18,2239
2024-01-19,3928
2024-01-20,3785
2024-01-21,4954
2024-01-22,4496
2024-01-23,4665
2024-01-24,1472
2024-01-25,4848
2024-01-26,2067
2024-01-27,3386
2024-01-28,2800
2024-01-29,794
2024-01-30,3349
2024-01-31,1338
2024-02-01,2319
2024-02-02,1186
2024-02-03,848
2024-02-04,4139
2024-02-05,934
2024-02-06,2720
2024-02-07,3024
2024-02-08,2469
2024-02-09,3551
2024-02-10,3020
2024-02-11,3944
2024-02-12,2350
2024-02-13,1041
2024-02-14,4687
2024-02-15,1613
2024-02-16,1116
2024-02-17,4805
2024-02-18,814
2024-02-19,795
2024-02-20,4426
2024-02-21,3473
2024-02-22,3545
