date,rainfall_mm
2019-11-17,27.1
2019-11-18,53.8
2019-11-19,44.9
2019-11-20,50.1
2019-11-21,62.5
2019-11-22,50.8
2019-11-23,73.7
2019-11-24,51.1
2019-11-25,45.2
2019-11-26,67.9
2019-11-27,99.1
2019-11-28,26.3
2019-11-29,48.1
2019-11-30,36.7
2019-12-01,86.7
2019-12-02,76.6
2019-12-03,101.0
2019-12-04,89.1
2019-12-05,20.8
2019-12-06,117.1
2019-12-07,23.9
2019-12-08,9.4
2019-12-09,12.0
2019-12-10,51.7
2019-12-11,54.2
2019-12-12,19.8
2019-12-13,113.7
2019-12-14,99.3
2019-12-15,43.6
2019-12-16,103.3
2019-12-17,19.8
2019-12-18,22.3
2019-12-19,20.4
2019-12-20,81.6
2019-12-21,43.6
2019-12-22,75.2
2019-12-23,106.4
2019-12-24,40.8
2019-12-25,10.5
2019-12-26,90.2
2019-12-27,40.8
2019-12-28,110.9
2019-12-29,103.9
2019-12-30,45.3
2019-12-31,48.0
2020-01-01,50.5
2020-01-02,62.9
2020-01-03,70.2
2020-01-04,77.0
2020-01-05,36.9
2020-01-06,92.1
2020-01-07,18.8
2020-01-08,48.6
2020-01-09,80.9
2020-01-10,10.4
2020-01-11,90.7
2020-01-12,56.1
2020-01-13,5.1
2020-01-14,118.2
2020-01-15,85.6
2020-01-16,46.9
2020-01-17,18.2
2020-01-18,10.4
2020-01-19,108.6
2020-01-20,38.3
2020-01-21,24.9
2020-01-22,84.1
2020-01-23,31.3
2020-01-24,50.6
2020-01-25,20.5
2020-01-26,78.0
2020-01-27,81.0
2020-01-28,40.7
2020-01-29,107.2
2020-01-30,2.0
2020-01-31,44.2
2020-02-01,8.1
2020-02-02,47.6
2020-02-03,113.4
2020-02-04,36.8
2020-02-05,33.2
2020-02-06,80.9
2020-02-07,42.6
2020-02-08,56.8
2020-02-09,28.6
2020-02-10,100.3
2020-02-11,98.4
2020-02-12,99.8
2020-02-13,26.1
2020-02-14,87.8
2020-02-15,72.6
2020-02-16,62.4
2020-02-17,84.1
2020-02-18,57.9
2020-02-19,19.0
2020-02-20,45.8
2020-02-21,71.5
2020-02-22,69.6
2020-02-23,115.6
2020-02-24,70.6
2020-02-25,55.3
2020-02-26,74.2
2020-02-27,37.8
2020-02-28,44.4
2020-02-29,4.7
2020-03-01,118.0
2020-03-02,50.4
2020-03-03,32.9
2020-03-04,36.5
2020-03-05,103.3
2020-03-06,97.5
2020-03-07,2.6
2020-03-08,42.2
2020-03-09,101.3
2020-03-10,104.5
2020-03-11,39.5
2020-03-12,32.5
2020-03-13,77.8
2020-03-14,78.7
2020-03-15,102.5
2020-03-16,31.8
2020-03-17,42.6
2020-03-18,104.1
2020-03-19,95.9
2020-03-20,102.2
2020-03-21,82.3
2020-03-22,70.8
2020-03-23,27.5
2020-03-24,4.8
2020-03-25,59.6
2020-03-26,90.6
2020-03-27,11.0
2020-03-28,118.5
2020-03-29,14.6
2020-03-30,73.3
2020-03-31,77.2
2020-04-01,17.7
2020-04-02,70.6
2020-04-03,102.2
2020-04-04,86.0
2020-04-05,56.4
2020-04-06,107.0
2020-04-07,96.4
2020-04-08,59.7
2020-04-09,100.8
2020-04-10,55.3
2020-04-11,32.6
2020-04-12,80.5
2020-04-13,65.2
2020-04-14,93.7
2020-04-15,93.5
2020-04-16,106.1
2020-04-17,31.0
2020-04-18,98.4
2020-04-19,109.0
2020-04-20,57.5
2020-04-21,81.0
2020-04-22,2.2
2020-04-23,24.0
2020-04-24,93.3
2020-04-25,113.5
2020-04-26,115.4
2020-04-27,119.2
2020-04-28,36.7
2020-04-29,112.0
2020-04-30,112.6
2020-05-01,14.6
2020-05-02,99.1
2020-05-03,29.0
2020-05-04,44.3
2020-05-05,51.4
2020-05-06,108.1
2020-05-07,24.2
2020-05-08,31.8
2020-05-09,114.9
2020-05-10,82.5
2020-05-11,83.3
2020-05-12,94.6
2020-05-13,57.6
2020-05-14,52.1
2020-05-15,26.5
2020-05-16,22.6
2020-05-17,45.3
2020-05-18,76.4
2020-05-19,91.9
2020-05-20,63.6
2020-05-21,22.5
2020-05-22,52.2
2020-05-23,32.0
2020-05-24,114.7
2020-05-25,108.4
2020-05-26,106.2
2020-05-27,49.6
2020-05-28,38.1
2020-05-29,54.1
2020-05-30,85.5
2020-05-31,62.4
2020-06-01,44.1
2020-06-02,89.5
2020-06-03,5.7
2020-06-04,30.8
2020-06-05,100.3
2020-06-06,57.7
2020-06-07,74.4
2020-06-08,45.3
2020-06-09,19.0
2020-06-10,22.7
2020-06-11,66.6
2020-06-12,24.5
2020-06-13,109.4
2020-06-14,112.1
2020-06-15,114.1
2020-06-16,9.3
2020-06-17,84.4
2020-06-18,3.6
2020-06-19,59.2
2020-06-20,108.4
2020-06-21,92.1
2020-06-22,3.9
2020-06-23,96.7
2020-06-24,74.9
2020-06-25,16.6
2020-06-26,119.1
2020-06-27,107.5
2020-06-28,7.8
2020-06-29,67.8
2020-06-30,78.3
2020-07-01,110.1
2020-07-02,35.2
2020-07-03,29.0
2020-07-04,0.4
2020-07-05,114.7
2020-07-06,15.3
2020-07-07,25.4
2020-07-08,84.4
2020-07-09,86.2
2020-07-10,8.7
2020-07-11,110.2
2020-07-12,32.9
2020-07-13,94.6
2020-07-14,83.0
2020-07-15,81.4
2020-07-16,27.7
2020-07-17,9.7
2020-07-18,71.6
2020-07-19,113.2
2020-07-20,72.4
2020-07-21,96.3
2020-07-22,102.4
2020-07-23,18.0
2020-07-24,41.3
2020-07-25,53.7
2020-07-26,41.6
2020-07-27,106.2
2020-07-28,5.9
2020-07-29,31.3
2020-07-30,10.5
2020-07-31,108.8
2020-08-01,65.7
2020-08-02,14.9
2020-08-03,88.6
2020-08-04,71.8
2020-08-05,21.7
2020-08-06,85.1
2020-08-07,39.0
2020-08-08,41.9
2020-08-09,56.0
2020-08-10,113.8
2020-08-11,77.7
2020-08-12,101.8
2020-08-13,38.0
2020-08-14,40.7
2020-08-15,94.7
2020-08-16,31.4
2020-08-17,66.4
2020-08-18,9.7
2020-08-19,20.9
2020-08-20,103.9
2020-08-21,67.6
2020-08-22,117.6
2020-08-23,54.5
2020-08-24,10.8
2020-08-25,41.0
2020-08-26,73.8
2020-08-27,15.6
2020-08-28,58.7
2020-08-29,48.7
2020-08-30,79.7
2020-08-31,55.3
2020-09-01,57.8
2020-09-02,1.2
2020-09-03,77.8
2020-09-04,52.1
2020-09-05,103.7
2020-09-06,52.7
2020-09-07,119.7
2020-09-08,102.0
2020-09-09,55.9
2020-09-10,116.0
2020-09-11,29.5
2020-09-12,15.1
2020-09-13,48.3
2020-09-14,88.5
2020-09-15,49.8
2020-09-16,21.7
2020-09-17,54.3
2020-09-18,64.4
2020-09-19,107.1
2020-09-20,117.7
2020-09-21,106.8
2020-09-22,31.8
2020-09-23,4.4
2020-09-24,10.0
2020-09-25,27.7
2020-09-26,56.0
2020-09-27,21.0
2020-09-28,113.1
2020-09-29,87.3
2020-09-30,84.8
2020-10-01,50.9
2020-10-02,84.3
2020-10-03,107.2
2020-10-04,11.4
2020-10-05,40.2
2020-10-06,53.7
2020-10-07,53.3
2020-10-08,8.1
2020-10-09,54.6
2020-10-10,54.0
2020-10-11,42.5
2020-10-12,5.9
2020-10-13,60.0
2020-10-14,40.7
2020-10-15,50.7
2020-10-16,88.0
2020-10-17,108.4
2020-10-18,84.9
2020-10-19,4.3
2020-10-20,65.7
2020-10-21,70.2
2020-10-22,103.6
2020-10-23,14.0
2020-10-24,74.3
2020-10-25,28.9
2020-10-26,70.8
2020-10-27,99.1
2020-10-28,112.6
2020-10-29,38.2
2020-10-30,38.3
2020-10-31,36.9
2020-11-01,100.3
2020-11-02,62.5
2020-11-03,8.1
2020-11-04,41.0
2020-11-05,109.3
2020-11-06,66.9
2020-11-07,37.4
2020-11-08,59.5
2020-11-09,69.8
2020-11-10,86.8
2020-11-11,24.3
2020-11-12,119.3
2020-11-13,0.1
2020-11-14,90.9
2020-11-15,61.3
2020-11-16,63.2
2020-11-17,47.9
2020-11-18,93.0
2020-11-19,76.6
2020-11-20,39.6
2020-11-21,85.5
2020-11-22,82.8
2020-11-23,90.6
2020-11-24,24.7
2020-11-25,100.6
2020-11-26,1.4
2020-11-27,77.4
2020-11-28,111.9
2020-11-29,73.4
2020-11-30,76.1
2020-12-01,96.5
2020-12-02,108.7
2020-12-03,2.9
2020-12-04,103.6
2020-12-05,63.3
2020-12-06,113.6
2020-12-07,32.5
2020-12-08,110.0
2020-12-09,39.7
2020-12-10,71.5
2020-12-11,108.8
2020-12-12,63.3
2020-12-13,99.3
2020-12-14,5.4
2020-12-15,72.0
2020-12-16,93.2
2020-12-17,61.2
2020-12-18,42.1
2020-12-19,13.0
2020-12-20,31.8
2020-12-21,23.8
2020-12-22,7.5
2020-12-23,14.3
2020-12-24,76.7
2020-12-25,38.8
2020-12-26,87.7
2020-12-27,81.4
2020-12-28,34.9
2020-12-29,110.4
2020-12-30,22.0
2020-12-31,106.7
2021-01-01,104.4
2021-01-02,30.6
2021-01-03,94.1
2021-01-04,63.8
2021-01-05,102.8
2021-01-06,14.2
2021-01-07,18.6
2021-01-08,78.1
2021-01-09,115.3
2021-01-10,99.4
2021-01-11,31.0
2021-01-12,85.9
2021-01-13,101.8
2021-01-14,39.8
2021-01-15,50.3
2021-01-16,62.6
2021-01-17,4.2
2021-01-18,90.1
2021-01-19,85.8
2021-01-20,46.7
2021-01-21,56.9
2021-01-22,99.4
2021-01-23,111.2
2021-01-24,83.3
2021-01-25,75.3
2021-01-26,79.6
2021-01-27,110.5
2021-01-28,94.6
2021-01-29,6.4
2021-01-30,94.9
2021-01-31,60.1
2021-02-01,75.3
2021-02-02,8.1
2021-02-03,36.2
2021-02-04,7.4
2021-02-05,101.7
2021-02-06,32.5
2021-02-07,61.4
2021-02-08,113.6
2021-02-09,35.1
2021-02-10,64.6
2021-02-11,51.0
2021-02-12,13.6
2021-02-13,78.7
2021-02-14,30.4
2021-02-15,86.7
2021-02-16,66.3
2021-02-17,14.0
2021-02-18,41.9
2021-02-19,27.9
2021-02-20,108.7
2021-02-21,111.4
2021-02-22,110.1
2021-02-23,47.4
2021-02-24,17.6
2021-02-25,99.2
2021-02-26,18.2
2021-02-27,73.8
2021-02-28,29.1
2021-03-01,106.1
2021-03-02,107.4
2021-03-03,108.4
2021-03-04,8.4
2021-03-05,78.1
2021-03-06,73.0
2021-03-07,116.5
2021-03-08,11.5
2021-03-09,89.3
2021-03-10,18.1
2021-03-11,13.2
2021-03-12,49.6
2021-03-13,66.2
2021-03-14,47.0
2021-03-15,70.0
2021-03-16,97.3
2021-03-17,21.0
2021-03-18,98.9
2021-03-19,93.7
2021-03-20,17.6
2021-03-21,28.1
2021-03-22,99.2
2021-03-23,110.2
2021-03-24,97.4
2021-03-25,13.8
2021-03-26,16.0
2021-03-27,66.5
2021-03-28,77.8
2021-03-29,53.3
2021-03-30,25.5
2021-03-31,64.7
2021-04-01,112.8
2021-04-02,20.9
2021-04-03,95.1
2021-04-04,2.3
2021-04-05,72.9
2021-04-06,73.8
2021-04-07,5.9
2021-04-08,94.7
2021-04-09,42.9
2021-04-10,99.9
2021-04-11,0.0
2021-04-12,22.5
2021-04-13,100.7
2021-04-14,16.4
2021-04-15,95.7
2021-04-16,119.0
2021-04-17,59.5
2021-04-18,74.9
2021-04-19,114.9
2021-04-20,68.3
2021-04-21,98.2
2021-04-22,62.5
2021-04-23,34.7
2021-04-24,25.5
2021-04-25,67.2
2021-04-26,36.4
2021-04-27,66.0
2021-04-28,18.5
2021-04-29,60.9
2021-04-30,21.5
2021-05-01,94.4
2021-05-02,59.6
2021-05-03,75.2
2021-05-04,95.7
2021-05-05,6.9
2021-05-06,60.6
2021-05-07,53.3
2021-05-08,91.6
2021-05-09,49.0
2021-05-10,80.2
2021-05-11,58.6
2021-05-12,88.1
2021-05-13,12.8
2021-05-14,98.6
2021-05-15,47.7
2021-05-16,88.3
2021-05-17,81.2
2021-05-18,41.4
2021-05-19,76.2
2021-05-20,100.8
2021-05-21,81.3
2021-05-22,92.3
2021-05-23,87.0
2021-05-24,65.1
2021-05-25,14.2
2021-05-26,106.4
2021-05-27,115.0
2021-05-28,91.1
2021-05-29,34.3
2021-05-30,111.2
2021-05-31,101.0
2021-06-01,20.6
2021-06-02,40.9
2021-06-03,9.0
2021-06-04,61.7
2021-06-05,112.9
2021-06-06,117.5
2021-06-07,61.4
2021-06-08,69.8
2021-06-09,113.8
2021-06-10,95.7
2021-06-11,59.9
2021-06-12,71.0
2021-06-13,82.1
2021-06-14,61.4
2021-06-15,3.2
2021-06-16,98.9
2021-06-17,62.8
2021-06-18,78.1
2021-06-19,75.5
2021-06-20,0.7
2021-06-21,109.8
2021-06-22,47.3
2021-06-23,58.9
2021-06-24,19.0
2021-06-25,69.4
2021-06-26,67.5
2021-06-27,87.4
2021-06-28,115.8
2021-06-29,28.9
2021-06-30,7.9
2021-07-01,55.4
2021-07-02,83.0
2021-07-03,58.4
2021-07-04,30.5
2021-07-05,30.1
2021-07-06,107.1
2021-07-07,48.4
2021-07-08,113.3
2021-07-09,113.1
2021-07-10,87.6
2021-07-11,20.2
2021-07-12,8.5
2021-07-13,52.7
2021-07-14,65.4
2021-07-15,53.5
2021-07-16,35.8
2021-07-17,79.1
2021-07-18,113.3
2021-07-19,50.5
2021-07-20,4.0
2021-07-21,62.2
2021-07-22,85.9
2021-07-23,52.8
2021-07-24,58.0
2021-07-25,47.4
2021-07-26,77.4
2021-07-27,13.4
2021-07-28,103.9
2021-07-29,2.2
2021-07-30,19.1
2021-07-31,31.3
2021-08-01,95.1
2021-08-02,57.0
2021-08-03,67.4
2021-08-04,62.2
2021-08-05,45.5
2021-08-06,77.5
2021-08-07,58.8
2021-08-08,28.4
2021-08-09,27.2
2021-08-10,65.1
2021-08-11,53.8
2021-08-12,10.4
2021-08-13,82.9
2021-08-14,15.9
2021-08-15,28.8
2021-08-16,40.0
2021-08-17,107.9
2021-08-18,62.3
2021-08-19,40.4
2021-08-20,29.0
2021-08-21,40.2
2021-08-22,97.7
2021-08-23,116.9
2021-08-24,34.3
2021-08-25,60.1
2021-08-26,16.0
2021-08-27,68.8
2021-08-28,50.2
2021-08-29,103.1
2021-08-30,53.9
2021-08-31,93.9
2021-09-01,53.6
2021-09-02,35.3
2021-09-03,107.0
2021-09-04,68.4
2021-09-05,33.8
2021-09-06,54.7
2021-09-07,108.4
2021-09-08,40.9
2021-09-09,103.9
2021-09-10,20.8
2021-09-11,111.0
2021-09-12,57.3
2021-09-13,23.8
2021-09-14,51.7
2021-09-15,40.6
2021-09-16,94.8
2021-09-17,13.0
2021-09-18,71.7
2021-09-19,111.5
2021-09-20,42.5
2021-09-21,53.9
2021-09-22,99.1
2021-09-23,101.4
2021-09-24,16.0
2021-09-25,68.8
2021-09-26,70.9
2021-09-27,17.3
2021-09-28,67.9
2021-09-29,94.4
2021-09-30,68.6
2021-10-01,98.8
2021-10-02,72.5
2021-10-03,112.5
2021-10-04,41.2
2021-10-05,46.1
2021-10-06,10.3
2021-10-07,47.0
2021-10-08,61.1
2021-10-09,102.7
2021-10-10,87.9
2021-10-11,29.8
2021-10-12,99.1
2021-10-13,68.1
2021-10-14,8.1
2021-10-15,71.1
2021-10-16,100.5
2021-10-17,30.5
2021-10-18,16.8
2021-10-19,100.3
2021-10-20,81.8
2021-10-21,94.9
2021-10-22,65.1
2021-10-23,113.6
2021-10-24,12.5
2021-10-25,105.6
2021-10-26,84.6
2021-10-27,7.1
2021-10-28,27.0
2021-10-29,102.2
2021-10-30,19.7
2021-10-31,20.7
2021-11-01,63.1
2021-11-02,115.2
2021-11-03,74.4
2021-11-04,114.5
2021-11-05,11.4
2021-11-06,69.5
2021-11-07,8.5
2021-11-08,16.1
2021-11-09,101.8
2021-11-10,38.7
2021-11-11,64.2
2021-11-12,108.3
2021-11-13,37.1
2021-11-14,83.3
2021-11-15,96.3
2021-11-16,96.5
2021-11-17,16.8
2021-11-18,119.2
2021-11-19,11.3
2021-11-20,38.5
2021-11-21,0.4
2021-11-22,56.7
2021-11-23,100.1
2021-11-24,105.7
2021-11-25,47.0
2021-11-26,53.5
2021-11-27,101.6
2021-11-28,97.9
2021-11-29,115.2
2021-11-30,41.5
2021-12-01,72.5
2021-12-02,4.1
2021-12-03,76.9
2021-12-04,63.9
2021-12-05,48.9
2021-12-06,108.5
2021-12-07,30.6
2021-12-08,10.9
2021-12-09,103.2
2021-12-10,81.4
2021-12-11,54.8
2021-12-12,42.9
2021-12-13,38.5
2021-12-14,79.5
2021-12-15,35.1
2021-12-16,74.1
2021-12-17,19.8
2021-12-18,72.1
2021-12-19,33.8
2021-12-20,83.5
2021-12-21,80.6
2021-12-22,110.2
2021-12-23,109.2
2021-12-24,97.7
2021-12-25,68.5
2021-12-26,19.2
2021-12-27,69.5
2021-12-28,67.3
2021-12-29,107.9
2021-12-30,18.3
2021-12-31,2.8
2022-01-01,77.9
2022-01-02,57.6
2022-01-03,97.3
2022-01-04,86.8
2022-01-05,34.5
2022-01-06,62.6
2022-01-07,23.8
2022-01-08,55.4
2022-01-09,49.3
2022-01-10,34.2
2022-01-11,55.5
2022-01-12,107.1
2022-01-13,114.4
2022-01-14,115.7
2022-01-15,50.9
2022-01-16,113.2
2022-01-17,8.7
2022-01-18,6.3
2022-01-19,85.9
2022-01-20,106.2
2022-01-21,13.5
2022-01-22,65.9
2022-01-23,17.6
2022-01-24,85.2
2022-01-25,4.8
2022-01-26,80.7
2022-01-27,67.1
2022-01-28,7.5
2022-01-29,88.6
2022-01-30,116.3
2022-01-31,80.9
2022-02-01,49.3
2022-02-02,5.1
2022-02-03,4.5
2022-02-04,115.5
2022-02-05,67.3
2022-02-06,87.4
2022-02-07,54.3
2022-02-08,57.9
2022-02-09,30.5
2022-02-10,87.6
2022-02-11,25.0
2022-02-12,4.4
2022-02-13,111.8
2022-02-14,1.8
2022-02-15,61.4
2022-02-16,76.4
2022-02-17,66.3
2022-02-18,62.3
2022-02-19,21.5
2022-02-20,58.5
2022-02-21,23.0
2022-02-22,6.8
2022-02-23,86.9
2022-02-24,110.3
2022-02-25,7.2
2022-02-26,111.5
2022-02-27,105.2
2022-02-28,68.1
2022-03-01,87.1
2022-03-02,72.7
2022-03-03,57.4
2022-03-04,50.8
2022-03-05,7.4
2022-03-06,30.3
2022-03-07,25.8
2022-03-08,57.8
2022-03-09,105.5
2022-03-10,57.2
2022-03-11,79.7
2022-03-12,30.9
2022-03-13,103.3
2022-03-14,51.9
2022-03-15,27.2
2022-03-16,5.6
2022-03-17,111.0
2022-03-18,83.6
2022-03-19,30.9
2022-03-20,103.1
2022-03-21,41.4
2022-03-22,110.3
2022-03-23,107.5
2022-03-24,72.5
2022-03-25,84.3
2022-03-26,10.4
2022-03-27,2.6
2022-03-28,21.9
2022-03-29,27.2
2022-03-30,117.7
2022-03-31,88.1
2022-04-01,3.7
2022-04-02,36.9
2022-04-03,110.6
2022-04-04,37.1
2022-04-05,12.2
2022-04-06,82.4
2022-04-07,29.9
2022-04-08,97.2
2022-04-09,46.4
2022-04-10,25.0
2022-04-11,33.5
2022-04-12,108.1
2022-04-13,56.4
2022-04-14,53.8
2022-04-15,46.8
2022-04-16,6.9
2022-04-17,2.5
2022-04-18,73.8
2022-04-19,18.8
2022-04-20,11.3
2022-04-21,83.0
2022-04-22,76.4
2022-04-23,27.2
2022-04-24,19.2
2022-04-25,84.9
2022-04-26,20.0
2022-04-27,15.9
2022-04-28,84.1
2022-04-29,73.3
2022-04-30,72.9
2022-05-01,66.1
2022-05-02,75.2
2022-05-03,41.6
2022-05-04,114.1
2022-05-05,106.3
2022-05-06,90.4
2022-05-07,79.2
2022-05-08,39.1
2022-05-09,94.3
2022-05-10,24.8
2022-05-11,32.2
2022-05-12,34.0
2022-05-13,48.5
2022-05-14,35.6
2022-05-15,35.3
2022-05-16,33.9
2022-05-17,90.3
2022-05-18,29.8
2022-05-19,59.3
2022-05-20,72.4
2022-05-21,65.3
2022-05-22,60.7
2022-05-23,82.3
2022-05-24,17.5
2022-05-25,24.1
2022-05-26,87.3
2022-05-27,113.5
2022-05-28,53.9
2022-05-29,45.1
2022-05-30,113.4
2022-05-31,22.2
2022-06-01,49.1
2022-06-02,49.5
2022-06-03,111.7
2022-06-04,117.4
2022-06-05,21.1
2022-06-06,83.4
2022-06-07,44.1
2022-06-08,15.2
2022-06-09,54.0
2022-06-10,26.6
2022-06-11,65.3
2022-06-12,99.2
2022-06-13,89.7
2022-06-14,118.6
2022-06-15,107.9
2022-06-16,119.3
2022-06-17,20.8
2022-06-18,70.1
2022-06-19,93.2
2022-06-20,109.7
2022-06-21,96.1
2022-06-22,114.3
2022-06-23,44.7
2022-06-24,84.9
2022-06-25,62.6
2022-06-26,53.5
2022-06-27,60.1
2022-06-28,87.2
2022-06-29,104.2
2022-06-30,87.6
2022-07-01,69.7
2022-07-02,114.6
2022-07-03,10.9
2022-07-04,32.2
2022-07-05,62.6
2022-07-06,72.7
2022-07-07,119.4
2022-07-08,53.6
2022-07-09,30.0
2022-07-10,51.2
2022-07-11,94.9
2022-07-12,50.1
2022-07-13,23.8
2022-07-14,117.4
2022-07-15,34.4
2022-07-16,38.8
2022-07-17,51.5
2022-07-18,95.3
2022-07-19,71.4
2022-07-20,106.7
2022-07-21,80.2
2022-07-22,21.5
2022-07-23,66.0
2022-07-24,12.3
2022-07-25,23.9
2022-07-26,102.9
2022-07-27,4.9
2022-07-28,8.9
2022-07-29,69.6
2022-07-30,55.7
2022-07-31,109.7
2022-08-01,84.7
2022-08-02,68.8
2022-08-03,98.6
2022-08-04,86.0
2022-08-05,75.2
2022-08-06,115.5
2022-08-07,64.2
2022-08-08,0.5
2022-08-09,70.3
2022-08-10,28.0
2022-08-11,58.4
2022-08-12,76.5
2022-08-13,62.8
2022-08-14,36.6
2022-08-15,92.3
2022-08-16,69.3
2022-08-17,67.3
2022-08-18,102.7
2022-08-19,1.6
2022-08-20,118.7
2022-08-21,76.7
2022-08-22,72.2
2022-08-23,106.2
2022-08-24,100.1
2022-08-25,25.2
2022-08-26,83.5
2022-08-27,1.5
2022-08-28,37.7
2022-08-29,99.2
2022-08-30,57.8
2022-08-31,2.9
2022-09-01,115.6
2022-09-02,112.0
2022-09-03,48.4
2022-09-04,57.1
2022-09-05,100.2
2022-09-06,117.4
2022-09-07,41.2
2022-09-08,117.5
2022-09-09,78.2
2022-09-10,36.6
2022-09-11,63.2
2022-09-12,49.1
2022-09-13,117.0
2022-09-14,1.8
2022-09-15,57.3
2022-09-16,100.8
2022-09-17,44.4
2022-09-18,116.2
2022-09-19,31.9
2022-09-20,85.4
2022-09-21,90.0
2022-09-22,52.8
2022-09-23,24.4
2022-09-24,38.1
2022-09-25,38.2
2022-09-26,116.9
2022-09-27,70.4
2022-09-28,52.9
2022-09-29,15.1
2022-09-30,55.0
2022-10-01,35.5
2022-10-02,42.1
2022-10-03,84.2
2022-10-04,1.4
2022-10-05,11.1
2022-10-06,92.1
2022-10-07,93.9
2022-10-08,53.0
2022-10-09,22.1
2022-10-10,5.2
2022-10-11,3.6
2022-10-12,29.6
2022-10-13,66.7
2022-10-14,99.9
2022-10-15,73.9
2022-10-16,91.1
2022-10-17,108.8
2022-10-18,71.6
2022-10-19,74.9
2022-10-20,67.1
2022-10-21,72.4
2022-10-22,68.4
2022-10-23,57.7
2022-10-24,90.3
2022-10-25,117.9
2022-10-26,98.5
2022-10-27,88.9
2022-10-28,118.9
2022-10-29,110.3
2022-10-30,100.4
2022-10-31,56.8
2022-11-01,90.8
2022-11-02,25.2
2022-11-03,22.7
2022-11-04,20.4
2022-11-05,35.0
2022-11-06,23.5
2022-11-07,117.0
2022-11-08,113.0
2022-11-09,105.2
2022-11-10,91.3
2022-11-11,119.0
2022-11-12,118.4
2022-11-13,106.7
2022-11-14,99.1
2022-11-15,21.7
2022-11-16,12.7
2022-11-17,51.5
2022-11-18,109.2
2022-11-19,94.0
2022-11-20,7.9
2022-11-21,61.6
2022-11-22,115.9
2022-11-23,24.4
2022-11-24,89.3
2022-11-25,33.2
2022-11-26,114.0
2022-11-27,95.8
2022-11-28,16.8
2022-11-29,113.4
2022-11-30,51.8
2022-12-01,45.6
2022-12-02,44.6
2022-12-03,47.5
2022-12-04,8.4
2022-12-05,57.0
2022-12-06,42.9
2022-12-07,87.6
2022-12-08,25.1
2022-12-09,14.0
2022-12-10,84.3
2022-12-11,88.8
2022-12-12,40.4
2022-12-13,53.5
2022-12-14,57.4
2022-12-15,69.3
2022-12-16,30.9
2022-12-17,93.2
2022-12-18,86.1
2022-12-19,49.5
2022-12-20,21.3
2022-12-21,118.8
2022-12-22,92.4
2022-12-23,109.9
2022-12-24,41.5
2022-12-25,21.7
2022-12-26,71.7
2022-12-27,80.9
2022-12-28,47.7
2022-12-29,59.4
2022-12-30,60.0
2022-12-31,54.8
2023-01-01,77.7
2023-01-02,21.5
2023-01-03,82.1
2023-01-04,103.2
2023-01-05,38.6
2023-01-06,98.2
2023-01-07,23.6
2023-01-08,69.1
2023-01-09,101.6
2023-01-10,88.8
2023-01-11,29.9
2023-01-12,101.3
2023-01-13,76.3
2023-01-14,30.1
2023-01-15,13.1
2023-01-16,3.8
2023-01-17,17.6
2023-01-18,75.1
2023-01-19,5.7
2023-01-20,80.1
2023-01-21,94.6
2023-01-22,28.4
2023-01-23,13.3
2023-01-24,64.5
2023-01-25,117.6
2023-01-26,50.9
2023-01-27,51.5
2023-01-28,109.0
2023-01-29,1.6
2023-01-30,75.0
2023-01-31,30.0
2023-02-01,5.7
2023-02-02,58.3
2023-02-03,62.1
2023-02-04,84.0
2023-02-05,86.1
2023-02-06,76.4
2023-02-07,16.2
2023-02-08,110.1
2023-02-09,58.4
2023-02-10,117.8
2023-02-11,72.4
2023-02-12,73.7
2023-02-13,7.4
2023-02-14,102.9
2023-02-15,58.9
2023-02-16,97.6
2023-02-17,7.2
2023-02-18,44.0
2023-02-19,85.4
2023-02-20,19.1
2023-02-21,31.6
2023-02-22,80.3
2023-02-23,79.4
2023-02-24,72.7
2023-02-25,8.7
2023-02-26,52.1
2023-02-27,98.6
2023-02-28,41.3
2023-03-01,78.9
2023-03-02,44.3
2023-03-03,33.7
2023-03-04,74.5
2023-03-05,77.6
2023-03-06,32.3
2023-03-07,103.7
2023-03-08,62.1
2023-03-09,93.7
2023-03-10,37.7
2023-03-11,44.2
2023-03-12,46.8
2023-03-13,16.9
2023-03-14,59.6
2023-03-15,62.3
2023-03-16,112.3
2023-03-17,23.8
2023-03-18,73.5
2023-03-19,36.6
2023-03-20,49.6
2023-03-21,79.9
2023-03-22,22.8
2023-03-23,51.9
2023-03-24,55.8
2023-03-25,37.6
2023-03-26,54.9
2023-03-27,70.0
2023-03-28,61.3
2023-03-29,80.3
2023-03-30,88.8
2023-03-31,36.7
2023-04-01,85.2
2023-04-02,55.4
2023-04-03,30.1
2023-04-04,3.6
2023-04-05,51.0
2023-04-06,69.0
2023-04-07,0.2
2023-04-08,93.2
2023-04-09,79.7
2023-04-10,33.2
2023-04-11,49.8
2023-04-12,50.3
2023-04-13,11.2
2023-04-14,52.2
2023-04-15,62.3
2023-04-16,42.1
2023-04-17,3.5
2023-04-18,57.8
2023-04-19,23.1
2023-04-20,20.2
2023-04-21,47.8
2023-04-22,31.7
2023-04-23,91.6
2023-04-24,17.5
2023-04-25,36.3
2023-04-26,52.7
2023-04-27,39.6
2023-04-28,14.5
2023-04-29,102.7
2023-04-30,58.7
2023-05-01,35.2
2023-05-02,87.8
2023-05-03,17.2
2023-05-04,4.5
2023-05-05,90.3
2023-05-06,114.1
2023-05-07,43.9
2023-05-08,43.4
2023-05-09,116.1
2023-05-10,57.3
