date,predicted_price
2019-11-18,128.06
2019-11-19,230.61
2019-11-20,102.44
2019-11-21,143.84
2019-11-22,115.13
2019-11-23,245.15
2019-11-24,100.2
2019-11-25,231.99
2019-11-26,314.44
2019-11-27,398.18
2019-11-28,324.02
2019-11-29,102.44
2019-11-30,330.06
2019-12-01,388.4
2019-12-02,201.76
2019-12-03,380.91
2019-12-04,118.28
2019-12-05,155.94
2019-12-06,239.64
2019-12-07,197.68
2019-12-08,260.14
2019-12-09,168.97
2019-12-10,388.07
2019-12-11,271.22
2019-12-12,293.48
2019-12-13,388.1
2019-12-14,205.67
2019-12-15,324.41
2019-12-16,165.1
2019-12-17,355.54
2019-12-18,371.36
2019-12-19,244.04
2019-12-20,339.83
2019-12-21,108.89
2019-12-22,294.46
2019-12-23,313.35
2019-12-24,178.31
2019-12-25,245.77
2019-12-26,236.5
2019-12-27,160.06
2019-12-28,119.55
2019-12-29,332.23
2019-12-30,128.88
2019-12-31,388.25
2020-01-01,102.64
2020-01-02,133.83
2020-01-03,205.02
2020-01-04,180.58
2020-01-05,379.0
2020-01-06,103.86
2020-01-07,184.34
2020-01-08,371.23
2020-01-09,147.44
2020-01-10,302.37
2020-01-11,288.61
2020-01-12,288.44
2020-01-13,109.38
2020-01-14,352.37
2020-01-15,194.69
2020-01-16,190.85
2020-01-17,245.46
2020-01-18,266.11
2020-01-19,127.78
2020-01-20,280.38
2020-01-21,330.47
2020-01-22,249.78
2020-01-23,180.42
2020-01-24,212.49
2020-01-25,141.99
2020-01-26,200.33
2020-01-27,265.0
2020-01-28,307.33
2020-01-29,101.14
2020-01-30,381.42
2020-01-31,198.27
2020-02-01,358.48
2020-02-02,128.72
2020-02-03,207.78
2020-02-04,248.6
2020-02-05,387.25
2020-02-06,309.69
2020-02-07,348.38
2020-02-08,204.28
2020-02-09,256.22
2020-02-10,324.43
2020-02-11,296.11
2020-02-12,143.43
2020-02-13,389.99
2020-02-14,249.7
2020-02-15,272.42
2020-02-16,317.91
2020-02-17,156.23
2020-02-18,278.21
2020-02-19,226.3
2020-02-20,247.47
2020-02-21,279.33
2020-02-22,375.79
2020-02-23,375.56
2020-02-24,358.72
2020-02-25,379.6
2020-02-26,165.95
2020-02-27,121.06
2020-02-28,359.0
2020-02-29,318.31
2020-03-01,115.24
2020-03-02,309.66
2020-03-03,241.78
2020-03-04,285.68
2020-03-05,131.11
2020-03-06,248.82
2020-03-07,151.35
2020-03-08,263.11
2020-03-09,194.08
2020-03-10,311.27
2020-03-11,250.88
2020-03-12,139.69
2020-03-13,273.59
2020-03-14,377.66
2020-03-15,328.9
2020-03-16,198.58
2020-03-17,113.19
2020-03-18,371.41
2020-03-19,297.53
2020-03-20,362.28
2020-03-21,124.61
2020-03-22,330.75
2020-03-23,141.22
2020-03-24,123.68
2020-03-25,250.69
2020-03-26,311.95
2020-03-27,335.19
2020-03-28,318.42
2020-03-29,302.13
2020-03-30,118.22
2020-03-31,333.67
2020-04-01,343.83
2020-04-02,169.94
2020-04-03,212.39
2020-04-04,169.78
2020-04-05,250.08
2020-04-06,183.37
2020-04-07,192.28
2020-04-08,270.76
2020-04-09,136.46
2020-04-10,280.78
2020-04-11,336.46
2020-04-12,378.39
2020-04-13,184.03
2020-04-14,341.29
2020-04-15,272.37
2020-04-16,198.87
2020-04-17,344.87
2020-04-18,192.81
2020-04-19,366.07
2020-04-20,321.8
2020-04-21,270.32
2020-04-22,159.18
2020-04-23,285.71
2020-04-24,319.75
2020-04-25,216.1
2020-04-26,244.48
2020-04-27,392.57
2020-04-28,254.78
2020-04-29,169.61
2020-04-30,371.25
2020-05-01,169.0
2020-05-02,231.56
2020-05-03,380.1
2020-05-04,185.27
2020-05-05,358.77
2020-05-06,344.47
2020-05-07,293.62
2020-05-08,257.02
2020-05-09,288.3
2020-05-10,315.46
2020-05-11,380.12
2020-05-12,234.02
2020-05-13,152.8
2020-05-14,188.87
2020-05-15,370.39
2020-05-16,176.24
2020-05-17,391.41
2020-05-18,336.53
2020-05-19,319.03
2020-05-20,334.12
2020-05-21,232.83
2020-05-22,121.8
2020-05-23,175.8
2020-05-24,361.63
2020-05-25,322.12
2020-05-26,222.13
2020-05-27,232.49
2020-05-28,280.21
2020-05-29,328.43
2020-05-30,360.29
2020-05-31,142.31
2020-06-01,128.07
2020-06-02,311.32
2020-06-03,363.71
2020-06-04,160.06
2020-06-05,315.24
2020-06-06,174.75
2020-06-07,176.46
2020-06-08,303.01
2020-06-09,158.14
2020-06-10,366.56
2020-06-11,178.38
2020-06-12,122.35
2020-06-13,288.3
2020-06-14,197.79
2020-06-15,284.55
2020-06-16,296.38
2020-06-17,211.9
2020-06-18,128.0
2020-06-19,163.11
2020-06-20,158.31
2020-06-21,393.18
2020-06-22,197.26
2020-06-23,176.37
2020-06-24,126.14
2020-06-25,352.42
2020-06-26,179.53
2020-06-27,389.27
2020-06-28,322.64
2020-06-29,167.84
2020-06-30,286.12
2020-07-01,288.15
2020-07-02,275.58
2020-07-03,281.5
2020-07-04,354.19
2020-07-05,106.21
2020-07-06,347.19
2020-07-07,116.66
2020-07-08,185.44
2020-07-09,228.82
2020-07-10,218.77
2020-07-11,234.33
2020-07-12,394.3
2020-07-13,323.74
2020-07-14,373.8
2020-07-15,264.69
2020-07-16,169.87
2020-07-17,272.49
2020-07-18,361.14
2020-07-19,328.75
2020-07-20,165.69
2020-07-21,341.7
2020-07-22,267.2
2020-07-23,155.97
2020-07-24,298.23
2020-07-25,182.26
2020-07-26,246.89
2020-07-27,183.26
2020-07-28,240.48
2020-07-29,185.2
2020-07-30,268.74
2020-07-31,377.47
2020-08-01,117.98
2020-08-02,282.9
2020-08-03,396.76
2020-08-04,330.9
2020-08-05,245.64
2020-08-06,161.93
2020-08-07,239.16
2020-08-08,211.87
2020-08-09,214.14
2020-08-10,303.21
2020-08-11,201.14
2020-08-12,129.78
2020-08-13,184.2
2020-08-14,232.25
2020-08-15,262.01
2020-08-16,316.12
2020-08-17,117.21
2020-08-18,377.26
2020-08-19,182.74
2020-08-20,207.7
2020-08-21,266.23
2020-08-22,196.07
2020-08-23,383.88
2020-08-24,118.89
2020-08-25,288.59
2020-08-26,128.66
2020-08-27,342.75
2020-08-28,186.29
2020-08-29,111.99
2020-08-30,386.97
2020-08-31,304.7
2020-09-01,298.4
2020-09-02,161.65
2020-09-03,166.0
2020-09-04,110.4
2020-09-05,332.69
2020-09-06,365.07
2020-09-07,255.75
2020-09-08,353.89
2020-09-09,351.06
2020-09-10,173.93
2020-09-11,379.28
2020-09-12,217.73
2020-09-13,182.43
2020-09-14,390.48
2020-09-15,366.82
2020-09-16,322.0
2020-09-17,343.12
2020-09-18,106.3
2020-09-19,315.02
2020-09-20,219.49
2020-09-21,330.15
2020-09-22,211.95
2020-09-23,248.25
2020-09-24,383.31
2020-09-25,217.13
2020-09-26,156.8
2020-09-27,138.88
2020-09-28,238.79
2020-09-29,327.31
2020-09-30,293.27
2020-10-01,105.44
2020-10-02,248.32
2020-10-03,187.66
2020-10-04,356.13
2020-10-05,303.89
2020-10-06,153.06
2020-10-07,338.92
2020-10-08,206.52
2020-10-09,335.73
2020-10-10,392.48
2020-10-11,184.86
2020-10-12,300.44
2020-10-13,394.48
2020-10-14,250.79
2020-10-15,246.85
2020-10-16,168.03
2020-10-17,355.66
2020-10-18,386.95
2020-10-19,110.58
2020-10-20,160.83
2020-10-21,394.37
2020-10-22,128.58
2020-10-23,145.41
2020-10-24,106.05
2020-10-25,347.25
2020-10-26,144.25
2020-10-27,385.49
2020-10-28,218.07
2020-10-29,379.03
2020-10-30,351.53
2020-10-31,159.17
2020-11-01,313.72
2020-11-02,139.76
2020-11-03,135.33
2020-11-04,220.88
2020-11-05,263.09
2020-11-06,278.62
2020-11-07,285.92
2020-11-08,264.85
2020-11-09,209.05
2020-11-10,384.59
2020-11-11,278.86
2020-11-12,303.24
2020-11-13,249.41
2020-11-14,114.18
2020-11-15,367.05
2020-11-16,198.4
2020-11-17,262.51
2020-11-18,277.65
2020-11-19,306.4
2020-11-20,214.61
2020-11-21,198.33
2020-11-22,174.86
2020-11-23,138.54
2020-11-24,367.36
2020-11-25,304.51
2020-11-26,237.87
2020-11-27,144.12
2020-11-28,397.52
2020-11-29,192.92
2020-11-30,278.37
2020-12-01,141.48
2020-12-02,101.59
2020-12-03,108.32
2020-12-04,269.14
2020-12-05,222.63
2020-12-06,369.27
2020-12-07,324.41
2020-12-08,359.43
2020-12-09,207.68
2020-12-10,298.7
2020-12-11,384.14
2020-12-12,143.03
2020-12-13,137.4
2020-12-14,266.5
2020-12-15,392.06
2020-12-16,361.12
2020-12-17,206.48
2020-12-18,167.16
2020-12-19,290.51
2020-12-20,345.45
2020-12-21,240.49
2020-12-22,125.1
2020-12-23,357.03
2020-12-24,385.25
2020-12-25,187.29
2020-12-26,128.28
2020-12-27,380.81
2020-12-28,127.94
2020-12-29,380.76
2020-12-30,159.36
2020-12-31,110.23
2021-01-01,173.85
2021-01-02,291.51
2021-01-03,113.5
2021-01-04,275.16
2021-01-05,250.49
2021-01-06,364.5
2021-01-07,304.82
2021-01-08,342.13
2021-01-09,118.19
2021-01-10,123.74
2021-01-11,204.32
2021-01-12,354.54
2021-01-13,224.44
2021-01-14,110.05
2021-01-15,316.06
2021-01-16,197.49
2021-01-17,363.5
2021-01-18,319.83
2021-01-19,388.49
2021-01-20,137.07
2021-01-21,332.51
2021-01-22,323.92
2021-01-23,103.08
2021-01-24,194.63
2021-01-25,304.9
2021-01-26,255.06
2021-01-27,332.85
2021-01-28,316.27
2021-01-29,158.3
2021-01-30,117.15
2021-01-31,373.88
2021-02-01,316.0
2021-02-02,375.75
2021-02-03,307.44
2021-02-04,368.1
2021-02-05,156.72
2021-02-06,212.71
2021-02-07,293.85
2021-02-08,109.76
2021-02-09,252.94
2021-02-10,170.93
2021-02-11,352.27
2021-02-12,371.13
2021-02-13,131.75
2021-02-14,182.57
2021-02-15,242.24
2021-02-16,150.95
2021-02-17,376.9
2021-02-18,382.83
2021-02-19,184.72
2021-02-20,272.22
2021-02-21,104.97
2021-02-22,120.08
2021-02-23,198.57
2021-02-24,397.56
2021-02-25,120.57
2021-02-26,304.56
2021-02-27,286.65
2021-02-28,364.71
2021-03-01,324.52
2021-03-02,122.34
2021-03-03,168.79
2021-03-04,328.48
2021-03-05,393.0
2021-03-06,350.8
2021-03-07,339.89
2021-03-08,357.31
2021-03-09,270.37
2021-03-10,276.64
2021-03-11,267.93
2021-03-12,299.45
2021-03-13,369.38
2021-03-14,319.28
2021-03-15,100.03
2021-03-16,295.99
2021-03-17,382.38
2021-03-18,301.14
2021-03-19,340.35
2021-03-20,133.75
2021-03-21,340.14
2021-03-22,180.62
2021-03-23,179.04
2021-03-24,115.45
2021-03-25,107.39
2021-03-26,307.35
2021-03-27,358.46
2021-03-28,275.76
2021-03-29,294.94
2021-03-30,132.43
2021-03-31,261.5
2021-04-01,108.64
2021-04-02,231.52
2021-04-03,359.55
2021-04-04,114.54
2021-04-05,111.98
2021-04-06,388.78
2021-04-07,242.11
2021-04-08,195.45
2021-04-09,295.08
2021-04-10,266.1
2021-04-11,288.61
2021-04-12,219.09
2021-04-13,278.74
2021-04-14,349.8
2021-04-15,397.48
2021-04-16,320.09
2021-04-17,235.39
2021-04-18,340.62
2021-04-19,398.96
2021-04-20,143.83
2021-04-21,135.76
2021-04-22,115.08
2021-04-23,105.0
2021-04-24,197.34
2021-04-25,244.09
2021-04-26,394.76
2021-04-27,166.19
2021-04-28,253.04
2021-04-29,242.0
2021-04-30,298.54
2021-05-01,260.86
2021-05-02,398.23
2021-05-03,303.79
2021-05-04,142.85
2021-05-05,161.17
2021-05-06,305.63
2021-05-07,193.64
2021-05-08,200.86
2021-05-09,258.29
2021-05-10,233.92
2021-05-11,372.96
2021-05-12,290.36
2021-05-13,283.63
2021-05-14,265.65
2021-05-15,308.91
2021-05-16,354.6
2021-05-17,336.01
2021-05-18,315.48
2021-05-19,317.56
2021-05-20,394.13
2021-05-21,354.64
2021-05-22,215.37
2021-05-23,381.63
2021-05-24,118.02
2021-05-25,316.95
2021-05-26,157.75
2021-05-27,211.79
2021-05-28,340.1
2021-05-29,227.28
2021-05-30,295.03
2021-05-31,343.59
2021-06-01,132.62
2021-06-02,119.94
2021-06-03,208.44
2021-06-04,219.97
2021-06-05,363.54
2021-06-06,193.31
2021-06-07,171.94
2021-06-08,112.63
2021-06-09,250.8
2021-06-10,289.54
2021-06-11,196.47
2021-06-12,337.37
2021-06-13,348.82
2021-06-14,253.77
2021-06-15,146.28
2021-06-16,185.36
2021-06-17,171.22
2021-06-18,354.9
2021-06-19,190.92
2021-06-20,221.25
2021-06-21,162.25
2021-06-22,116.81
2021-06-23,228.17
2021-06-24,399.42
2021-06-25,288.07
2021-06-26,303.26
2021-06-27,358.68
2021-06-28,164.36
2021-06-29,297.25
2021-06-30,389.75
2021-07-01,282.69
2021-07-02,219.55
2021-07-03,257.83
2021-07-04,218.86
2021-07-05,133.62
2021-07-06,371.31
2021-07-07,262.99
2021-07-08,342.37
2021-07-09,330.58
2021-07-10,255.54
2021-07-11,363.88
2021-07-12,152.43
2021-07-13,194.51
2021-07-14,314.14
2021-07-15,393.65
2021-07-16,291.79
2021-07-17,177.82
2021-07-18,201.76
2021-07-19,171.29
2021-07-20,278.14
2021-07-21,374.68
2021-07-22,101.24
2021-07-23,146.78
2021-07-24,287.99
2021-07-25,318.16
2021-07-26,338.49
2021-07-27,247.3
2021-07-28,202.77
2021-07-29,187.16
2021-07-30,231.99
2021-07-31,387.87
2021-08-01,298.18
2021-08-02,371.91
2021-08-03,157.89
2021-08-04,163.96
2021-08-05,347.07
2021-08-06,370.74
2021-08-07,216.12
2021-08-08,374.76
2021-08-09,308.26
2021-08-10,268.56
2021-08-11,278.88
2021-08-12,123.73
2021-08-13,119.52
2021-08-14,188.99
2021-08-15,314.74
2021-08-16,314.41
2021-08-17,398.13
2021-08-18,298.66
2021-08-19,331.63
2021-08-20,141.56
2021-08-21,266.77
2021-08-22,249.92
2021-08-23,275.71
2021-08-24,199.38
2021-08-25,156.28
2021-08-26,339.15
2021-08-27,392.53
2021-08-28,229.9
2021-08-29,218.32
2021-08-30,386.37
2021-08-31,249.15
2021-09-01,160.66
2021-09-02,355.22
2021-09-03,385.39
2021-09-04,337.02
2021-09-05,139.66
2021-09-06,152.93
2021-09-07,237.3
2021-09-08,178.28
2021-09-09,125.14
2021-09-10,354.56
2021-09-11,251.56
2021-09-12,341.91
2021-09-13,350.85
2021-09-14,330.01
2021-09-15,268.57
2021-09-16,128.4
2021-09-17,331.44
2021-09-18,233.46
2021-09-19,336.87
2021-09-20,103.81
2021-09-21,100.19
2021-09-22,338.69
2021-09-23,203.57
2021-09-24,222.02
2021-09-25,186.27
2021-09-26,283.87
2021-09-27,102.12
2021-09-28,145.03
2021-09-29,190.75
2021-09-30,125.91
2021-10-01,186.15
2021-10-02,362.12
2021-10-03,293.94
2021-10-04,106.86
2021-10-05,358.9
2021-10-06,220.61
2021-10-07,285.25
2021-10-08,296.55
2021-10-09,108.54
2021-10-10,146.05
2021-10-11,393.62
2021-10-12,111.26
2021-10-13,301.35
2021-10-14,288.18
2021-10-15,387.43
2021-10-16,305.17
2021-10-17,325.81
2021-10-18,106.11
2021-10-19,356.53
2021-10-20,174.45
2021-10-21,297.53
2021-10-22,384.52
2021-10-23,186.13
2021-10-24,196.77
2021-10-25,294.08
2021-10-26,124.09
2021-10-27,342.05
2021-10-28,375.69
2021-10-29,171.91
2021-10-30,113.7
2021-10-31,116.09
2021-11-01,126.31
2021-11-02,380.56
2021-11-03,331.22
2021-11-04,128.74
2021-11-05,196.37
2021-11-06,183.22
2021-11-07,178.35
2021-11-08,388.86
2021-11-09,223.45
2021-11-10,351.42
2021-11-11,289.33
2021-11-12,358.12
2021-11-13,165.98
2021-11-14,296.36
2021-11-15,380.6
2021-11-16,310.62
2021-11-17,252.88
2021-11-18,138.39
2021-11-19,143.04
2021-11-20,298.31
2021-11-21,243.47
2021-11-22,263.97
2021-11-23,254.19
2021-11-24,329.93
2021-11-25,155.68
2021-11-26,122.93
2021-11-27,195.45
2021-11-28,369.59
2021-11-29,369.95
2021-11-30,293.68
2021-12-01,308.72
2021-12-02,122.06
2021-12-03,144.11
2021-12-04,202.91
2021-12-05,227.72
2021-12-06,384.12
2021-12-07,159.88
2021-12-08,112.69
2021-12-09,108.96
2021-12-10,261.53
2021-12-11,103.99
2021-12-12,302.69
2021-12-13,334.59
2021-12-14,377.5
2021-12-15,207.36
2021-12-16,296.76
2021-12-17,204.05
2021-12-18,231.72
2021-12-19,298.91
2021-12-20,105.7
2021-12-21,386.03
2021-12-22,316.36
2021-12-23,119.67
2021-12-24,209.02
2021-12-25,247.66
2021-12-26,303.34
2021-12-27,344.83
2021-12-28,113.71
2021-12-29,339.36
2021-12-30,356.86
2021-12-31,259.63
2022-01-01,170.04
2022-01-02,158.28
2022-01-03,234.04
2022-01-04,105.06
2022-01-05,168.82
2022-01-06,163.83
2022-01-07,173.51
2022-01-08,239.39
2022-01-09,352.6
2022-01-10,169.97
2022-01-11,261.97
2022-01-12,343.33
2022-01-13,296.71
2022-01-14,330.56
2022-01-15,218.48
2022-01-16,398.93
2022-01-17,277.27
2022-01-18,321.13
2022-01-19,115.87
2022-01-20,246.44
2022-01-21,315.67
2022-01-22,106.43
2022-01-23,258.94
2022-01-24,324.06
2022-01-25,170.73
2022-01-26,294.29
2022-01-27,185.62
2022-01-28,311.56
2022-01-29,345.66
2022-01-30,276.98
2022-01-31,355.34
2022-02-01,376.04
2022-02-02,231.53
2022-02-03,265.18
2022-02-04,229.48
2022-02-05,266.76
2022-02-06,250.68
2022-02-07,377.67
2022-02-08,296.25
2022-02-09,199.12
2022-02-10,285.23
2022-02-11,272.73
2022-02-12,202.93
2022-02-13,254.12
2022-02-14,225.52
2022-02-15,268.08
2022-02-16,143.34
2022-02-17,195.36
2022-02-18,179.67
2022-02-19,296.27
2022-02-20,136.86
2022-02-21,290.56
2022-02-22,349.95
2022-02-23,213.75
2022-02-24,343.14
2022-02-25,360.45
2022-02-26,323.24
2022-02-27,179.87
2022-02-28,167.22
2022-03-01,321.19
2022-03-02,389.41
2022-03-03,279.23
2022-03-04,304.3
2022-03-05,244.38
2022-03-06,393.17
2022-03-07,236.88
2022-03-08,268.28
2022-03-09,159.55
2022-03-10,186.33
2022-03-11,164.2
2022-03-12,129.23
2022-03-13,311.14
2022-03-14,231.62
2022-03-15,284.13
2022-03-16,217.62
2022-03-17,175.09
2022-03-18,356.45
2022-03-19,395.65
2022-03-20,344.13
2022-03-21,336.86
2022-03-22,352.07
2022-03-23,337.83
2022-03-24,335.82
2022-03-25,165.33
2022-03-26,268.27
2022-03-27,148.81
2022-03-28,368.76
2022-03-29,371.85
2022-03-30,225.25
2022-03-31,374.6
2022-04-01,256.69
2022-04-02,173.7
2022-04-03,361.43
2022-04-04,354.4
2022-04-05,303.96
2022-04-06,207.13
2022-04-07,327.97
2022-04-08,308.88
2022-04-09,360.09
2022-04-10,110.14
2022-04-11,268.99
2022-04-12,271.81
2022-04-13,203.61
2022-04-14,227.75
2022-04-15,144.29
2022-04-16,199.53
2022-04-17,161.08
2022-04-18,287.41
2022-04-19,128.14
2022-04-20,267.85
2022-04-21,180.72
2022-04-22,118.46
2022-04-23,375.24
2022-04-24,100.65
2022-04-25,280.09
2022-04-26,287.26
2022-04-27,223.99
2022-04-28,142.98
2022-04-29,235.17
2022-04-30,206.3
2022-05-01,199.44
2022-05-02,283.72
2022-05-03,315.41
2022-05-04,241.96
2022-05-05,274.68
2022-05-06,172.93
2022-05-07,336.87
2022-05-08,175.32
2022-05-09,318.28
2022-05-10,185.56
2022-05-11,237.49
2022-05-12,348.72
2022-05-13,132.51
2022-05-14,237.5
2022-05-15,364.76
2022-05-16,199.97
2022-05-17,209.54
2022-05-18,396.91
2022-05-19,153.42
2022-05-20,118.87
2022-05-21,195.43
2022-05-22,378.5
2022-05-23,143.5
2022-05-24,189.73
2022-05-25,191.39
2022-05-26,321.71
2022-05-27,256.12
2022-05-28,165.58
2022-05-29,234.13
2022-05-30,184.03
2022-05-31,203.72
2022-06-01,161.25
2022-06-02,326.12
2022-06-03,218.35
2022-06-04,350.25
2022-06-05,388.89
2022-06-06,331.36
2022-06-07,286.93
2022-06-08,144.54
2022-06-09,231.7
2022-06-10,176.72
2022-06-11,128.26
2022-06-12,343.71
2022-06-13,223.2
2022-06-14,331.85
2022-06-15,271.36
2022-06-16,394.19
2022-06-17,398.23
2022-06-18,381.72
2022-06-19,359.47
2022-06-20,339.49
2022-06-21,166.72
2022-06-22,194.19
2022-06-23,140.95
2022-06-24,175.5
2022-06-25,151.59
2022-06-26,334.36
2022-06-27,136.7
2022-06-28,268.91
2022-06-29,236.21
2022-06-30,141.55
2022-07-01,398.52
2022-07-02,229.5
2022-07-03,231.38
2022-07-04,150.14
2022-07-05,275.88
2022-07-06,387.41
2022-07-07,289.8
2022-07-08,134.96
2022-07-09,339.4
2022-07-10,221.42
2022-07-11,310.4
2022-07-12,102.12
2022-07-13,157.24
2022-07-14,275.71
2022-07-15,237.57
2022-07-16,303.74
2022-07-17,281.74
2022-07-18,112.36
2022-07-19,319.05
2022-07-20,196.21
2022-07-21,102.48
2022-07-22,251.4
2022-07-23,370.29
2022-07-24,380.22
2022-07-25,363.7
2022-07-26,399.72
2022-07-27,244.25
2022-07-28,130.4
2022-07-29,122.01
2022-07-30,222.1
2022-07-31,107.58
2022-08-01,242.11
2022-08-02,220.7
2022-08-03,281.74
2022-08-04,225.18
2022-08-05,262.09
2022-08-06,154.55
2022-08-07,127.54
2022-08-08,240.11
2022-08-09,399.68
2022-08-10,379.87
2022-08-11,226.04
2022-08-12,272.96
2022-08-13,289.87
2022-08-14,117.75
2022-08-15,192.37
2022-08-16,140.75
2022-08-17,132.14
2022-08-18,318.98
2022-08-19,117.62
2022-08-20,271.38
2022-08-21,110.98
2022-08-22,328.01
2022-08-23,336.75
2022-08-24,330.92
2022-08-25,168.13
2022-08-26,372.95
2022-08-27,399.06
2022-08-28,244.91
2022-08-29,272.98
2022-08-30,220.62
2022-08-31,189.47
2022-09-01,370.02
2022-09-02,125.43
2022-09-03,339.6
2022-09-04,168.99
2022-09-05,275.41
2022-09-06,201.19
2022-09-07,164.66
2022-09-08,189.39
2022-09-09,229.64
2022-09-10,288.71
2022-09-11,292.24
2022-09-12,286.15
2022-09-13,368.04
2022-09-14,163.98
2022-09-15,133.03
2022-09-16,389.9
2022-09-17,222.01
2022-09-18,339.5
2022-09-19,194.26
2022-09-20,342.48
2022-09-21,166.74
2022-09-22,288.61
2022-09-23,299.14
2022-09-24,249.89
2022-09-25,291.05
2022-09-26,238.64
2022-09-27,175.25
2022-09-28,288.76
2022-09-29,147.73
2022-09-30,151.06
2022-10-01,133.6
2022-10-02,117.39
2022-10-03,145.86
2022-10-04,315.09
2022-10-05,128.4
2022-10-06,321.67
2022-10-07,251.74
2022-10-08,119.77
2022-10-09,327.36
2022-10-10,123.29
2022-10-11,368.07
2022-10-12,350.11
2022-10-13,164.11
2022-10-14,365.59
2022-10-15,234.11
2022-10-16,222.94
2022-10-17,392.68
2022-10-18,309.88
2022-10-19,261.99
2022-10-20,182.73
2022-10-21,176.59
2022-10-22,156.7
2022-10-23,292.19
2022-10-24,275.26
2022-10-25,280.42
2022-10-26,122.05
2022-10-27,182.31
2022-10-28,292.57
2022-10-29,253.44
2022-10-30,248.45
2022-10-31,294.17
2022-11-01,397.32
2022-11-02,281.87
2022-11-03,299.83
2022-11-04,302.76
2022-11-05,274.08
2022-11-06,331.07
2022-11-07,146.58
2022-11-08,286.28
2022-11-09,205.3
2022-11-10,221.84
2022-11-11,275.25
2022-11-12,353.14
2022-11-13,230.87
2022-11-14,346.29
2022-11-15,215.24
2022-11-16,174.58
2022-11-17,318.53
2022-11-18,249.09
2022-11-19,240.62
2022-11-20,329.58
2022-11-21,157.94
2022-11-22,335.49
2022-11-23,240.29
2022-11-24,310.46
2022-11-25,145.73
2022-11-26,279.84
2022-11-27,130.74
2022-11-28,145.44
2022-11-29,395.38
2022-11-30,254.74
2022-12-01,317.61
2022-12-02,262.78
2022-12-03,150.49
2022-12-04,298.3
2022-12-05,252.73
2022-12-06,277.11
2022-12-07,113.87
2022-12-08,338.77
2022-12-09,148.19
2022-12-10,191.42
2022-12-11,273.06
2022-12-12,288.43
2022-12-13,303.12
2022-12-14,238.96
2022-12-15,121.93
2022-12-16,313.05
2022-12-17,278.1
2022-12-18,198.04
2022-12-19,163.16
2022-12-20,111.27
2022-12-21,239.28
2022-12-22,120.19
2022-12-23,256.65
2022-12-24,202.95
2022-12-25,208.69
2022-12-26,156.47
2022-12-27,277.65
2022-12-28,164.61
2022-12-29,159.32
2022-12-30,267.35
2022-12-31,123.53
2023-01-01,154.46
2023-01-02,283.97
2023-01-03,209.6
2023-01-04,318.75
2023-01-05,131.54
2023-01-06,388.91
2023-01-07,257.79
2023-01-08,382.85
2023-01-09,341.54
2023-01-10,156.32
2023-01-11,195.78
2023-01-12,396.32
2023-01-13,395.58
2023-01-14,144.13
2023-01-15,261.66
2023-01-16,148.13
2023-01-17,314.68
2023-01-18,274.0
2023-01-19,132.41
2023-01-20,360.66
2023-01-21,174.81
2023-01-22,390.2
2023-01-23,385.26
2023-01-24,386.49
2023-01-25,150.17
2023-01-26,241.25
2023-01-27,319.46
2023-01-28,161.56
2023-01-29,188.79
2023-01-30,384.83
2023-01-31,171.64
2023-02-01,323.63
2023-02-02,221.14
2023-02-03,297.04
2023-02-04,270.39
2023-02-05,166.59
2023-02-06,236.24
2023-02-07,311.41
2023-02-08,387.47
2023-02-09,291.76
2023-02-10,316.64
2023-02-11,187.54
2023-02-12,337.0
2023-02-13,289.61
2023-02-14,340.74
2023-02-15,154.52
2023-02-16,261.48
2023-02-17,394.55
2023-02-18,397.23
2023-02-19,273.24
2023-02-20,332.85
2023-02-21,394.06
2023-02-22,290.57
2023-02-23,385.29
2023-02-24,374.34
2023-02-25,384.74
2023-02-26,172.45
2023-02-27,222.12
2023-02-28,169.04
2023-03-01,133.35
2023-03-02,259.77
2023-03-03,126.19
2023-03-04,268.85
2023-03-05,247.77
2023-03-06,272.46
2023-03-07,389.49
2023-03-08,179.81
2023-03-09,329.21
2023-03-10,214.77
2023-03-11,103.48
2023-03-12,333.55
2023-03-13,338.24
2023-03-14,219.51
2023-03-15,398.63
2023-03-16,136.83
2023-03-17,145.84
2023-03-18,365.33
2023-03-19,130.63
2023-03-20,305.64
2023-03-21,141.36
2023-03-22,174.05
2023-03-23,251.04
2023-03-24,135.72
2023-03-25,147.42
2023-03-26,213.44
2023-03-27,113.87
2023-03-28,389.94
2023-03-29,217.08
2023-03-30,174.75
2023-03-31,372.06
2023-04-01,270.74
2023-04-02,148.02
2023-04-03,137.66
2023-04-04,373.4
2023-04-05,308.08
2023-04-06,169.89
2023-04-07,223.58
2023-04-08,234.12
2023-04-09,188.15
2023-04-10,159.41
2023-04-11,380.44
2023-04-12,354.06
2023-04-13,113.93
2023-04-14,272.95
2023-04-15,178.49
2023-04-16,236.94
2023-04-17,174.96
2023-04-18,311.17
2023-04-19,362.62
2023-04-20,367.63
2023-04-21,238.47
2023-04-22,182.71
2023-04-23,242.92
2023-04-24,327.43
2023-04-25,283.94
2023-04-26,394.84
2023-04-27,348.93
2023-04-28,278.92
2023-04-29,232.21
2023-04-30,249.85
2023-05-01,383.99
2023-05-02,358.46
2023-05-03,345.14
2023-05-04,184.45
2023-05-05,266.49
2023-05-06,143.39
2023-05-07,147.12
2023-05-08,325.1
2023-05-09,189.09
2023-05-10,146.94
2023-05-11,246.87
2023-05-12,364.14
